 1-02-SustRep-Der-app.dat
 x0=  0.500000000         tol=   1.00000005E-03
           1  0.642012715    
           2  0.689257145    
           3  0.705732763    
           4  0.711570501    
           5  0.713650525    
           6  0.714393079    
 se alcanzo la precision deseada
