 1-02-SustRepFun-Der-app.dat
 x0 =   1.00000000     tol =   9.99999997E-07
           1  0.755053341    
           2  0.720017970    
           3  0.715472877    
           4  0.714891136    
           5  0.714816809    
           6  0.714807332    
           7  0.714806080    
           8  0.714805901    
 num.iter.=           8    x=  0.714805901    
 se alcanzo la precision deseada
