 -0.486286163      0.172555014    
 -0.425281793      0.190212578    
 -0.500574172      0.340039521    
 -0.533812165      0.356122226    
 -0.576677859      0.211063355    
 -0.755021870      0.311104834    
  -1.24908495       1.74163926    
  -1.46071851       1.45142460    
  -1.32614589       1.57047462    
  -2.04087210      0.622971833    
  -2.47488117      0.655967891    
  -3.96154833      0.591787875    
  -4.27434492      0.620693386    
  -3.38730335       1.27641320    
  -3.39413428       1.29634690    
  -3.52371740       1.77993846    
  -3.29950428       1.94931126    
  -3.29774165       1.98221862    
  -2.87827158       2.13196969    
  -2.76378465       2.11022615    
  -2.92667699       2.46343112    
  -3.13527226       2.69572163    
  -2.96778488       1.25046062    
  -3.05354714       1.22267032    
  -3.05357480       1.23029029    
  -3.03685975       1.10778511    
  -2.93613625      0.974395156    
  -2.95282745      0.630821407    
  -2.80741167       1.14214277    
  -2.54546547      0.545441985    
  -2.17760587       1.11494410    
  -2.30516982       1.22102427    
  -2.55686736       1.04081845    
  -2.47581029       1.66684508    
  -2.74263549       2.29506278    
  -3.47730207       1.44266140    
  -3.14686823       1.09821510    
  -3.46135855       1.29185855    
  -3.44840980       1.27927363    
  -3.43573380       2.04083800    
  -3.46676207       2.09382987    
  -3.69261384       2.00538373    
  -3.95714593       3.84904313    
  -4.43115091       5.22724152    
  -3.69612455       4.71693993    
  -2.36138988       4.43372202    
  -2.55818033       3.32634878    
  -3.13576055       2.19414210    
  -3.18378186       2.28295803    
  -3.02692676       2.38125467    
  -1.77085197       2.04416871    
  -1.88188529       1.76296091    
  -2.40990973       1.69869196    
  -2.22741342       1.61503863    
  -2.33012104       1.86410701    
  -2.65615392       5.37717424E-05
  -2.80611706      0.914496124    
  -2.72886539      0.460955262    
  -2.27627778      0.328090668    
  -2.24764419      0.296215743    
  -2.35276461      0.331587523    
  -2.00279737      0.603071749    
  -1.70131934      0.224760711    
  -1.49868131      -1.06771684    
  -1.50139976      -1.08579671    
  -1.18985665     -0.866463125    
  -1.53463304      -1.11933064    
  -1.24351597     -0.999640763    
  -1.16797280      -2.05247259    
  -1.31581187       6.02940656E-02
  -1.46141469      -1.78200352    
  -1.61102867      -1.80158925    
  -4.51882553      -1.05402124    
  -3.92534423      -1.53771651    
  -3.56595922     -0.803394377    
  -3.57297921     -0.757956088    
  -3.07061219     -0.312937319    
  -3.35911942     -0.295342118    
  -3.17714858     -0.234658957    
  -2.96555209      -3.29431742E-02
  -3.04583645      0.130495176    
  -2.93113995       2.93867867E-02
  -2.87367320      -8.65784958E-02
  -2.64221859     -0.457488596    
  -2.58611631     -0.506682694    
  -2.72823858     -0.378491461    
  -4.78542948       1.21017706    
  -5.77312660       1.59435606    
  -5.48158407      0.911437809    
  -5.24110079      0.828516722    
  -5.64426422      0.634290993    
  -6.05784798      0.900368333    
  -6.37706995      0.787399828    
  -6.84184313       1.05802035    
  -7.32955599       1.24060619    
  -6.59342480      0.943162918    
  -6.87119722      0.929848433    
  -6.80518484       1.02967894    
  -6.59496450       1.42470503    
  -7.64180422       1.42679799    
  -7.48922157       1.77187133    
  -7.49616337       1.75772679    
  -7.47763777       1.74515033    
  -7.44990253       4.80468702    
  -6.30355978       5.09853411    
  -6.10260963       4.79953098    
  -6.04086637       4.89106989    
  -6.02689362       4.87166739    
  -6.63631248       5.38259745    
  -7.83259583       5.25706387    
  -7.33672905       5.07984352    
  -8.79062653       4.10197496    
  -8.34925938       4.20890713    
  -7.49771023       4.02919149    
  -7.38010883       3.66332006    
  -7.36149645       3.90542889    
  -6.93949699       3.99023366    
  -5.12463999       5.99129629    
  -6.27850056       5.89097309    
  -6.52725363       5.89596319    
  -6.31328773       6.19164705    
  -6.77958965       6.70263481    
  -6.94272995       6.32240963    
  -7.03830433       6.32672310    
  -7.58800077       8.00369930    
  -7.36520290       7.54912424    
  -8.40095997       7.34418726    
  -7.19539261       7.17402840    
  -8.62334442       6.26432276    
  -9.80164719       5.79929543    
  -9.84574795       5.81810474    
  -9.44840336       5.44996166    
  -9.47637177       5.46946907    
  -9.43101311       5.39287806    
  -9.48880005       5.33505201    
  -8.65762043       5.01143551    
  -9.26877594       4.96347332    
  -9.16100597       5.10013485    
  -9.13140583       4.98909855    
  -9.33824444       4.94615364    
  -8.87247658       3.76390004    
