 -0.438461304     -0.483906657    
  -7.39838183E-02 -0.133451119    
  0.380914986     -0.450264543    
   2.62773968E-03  -4.21624593E-02
 -0.373614669      0.327515304    
 -0.567430556     -0.327686787    
 -0.788686812      0.326357603    
 -0.998892069      0.939597249    
  -1.29305708       1.52177227    
  -1.16129470      0.905641198    
 -0.550116718      0.600598037    
  0.124497555      0.631842792    
 -0.218816161       6.57865927E-02
  0.270443648     -0.132684991    
 -0.240241170      0.270704240    
   7.62115940E-02 -0.192433372    
 -0.467254221     -0.354477346    
   7.69093707E-02 -0.294253498    
 -0.169160724      0.176941589    
 -0.752714753      -5.18942066E-02
  -1.01468456     -0.656669140    
  -1.03784835     -0.117857561    
 -0.519938529      -7.06562446E-03
  -1.01002932      0.327962041    
  -1.59973252      0.253905445    
  -1.68120408     -0.274226338    
  -1.08779681      -9.73241776E-03
 -0.515155137      0.373889238    
  0.153078437      0.301224619    
  0.718037188      0.560720563    
   1.41438448      0.495012701    
   1.85245430      0.931235254    
   2.39784527      0.839339018    
   1.75920093       1.04919183    
   1.28078079      0.675930202    
   1.81088030       1.00715911    
   1.64998674       1.59042716    
   2.03036928       1.92407441    
   2.59363580       2.28114581    
   2.03111839       2.34330940    
   2.60568213       2.22210908    
   3.20557809       2.25897741    
   3.70634747       2.07107162    
   3.60870409       1.48099470    
   2.96808362       1.35934615    
   2.82461047       2.00526834    
   3.30434632       2.37446094    
   3.08652806       1.76320970    
   2.97348094       2.27421594    
   3.26703286       1.83958972    
   3.03216457       2.31535649    
   3.50514817       2.15206456    
   4.17681456       2.34737110    
   3.57456470       2.30720639    
   4.08568287       2.42434812    
   3.44080281       2.27980804    
   3.57441568       1.62645113    
   3.37777615      0.978094935    
   2.80816650      0.902183890    
   2.55136013       1.45073235    
   3.00913882       1.88564849    
   3.32136297       1.37261283    
   3.38397646      0.786999881    
   3.88600445       1.07190812    
   3.34585428      0.693805754    
   3.07135463       1.12268090    
   2.86964130       1.62492549    
   2.40717888       1.19836307    
   1.99526954       1.73347020    
   2.32988095       1.24766684    
   1.90470231      0.800130725    
   1.38377953      0.407780737    
   1.93089056      0.488805652    
   1.38220167      0.545026124    
   1.08502305       1.05130661    
   1.71648431      0.813008308    
   1.28293657       1.27250636    
  0.834619939      0.769165874    
  0.842923343       1.40597558    
   1.43402457       1.46492434    
   2.03137422       1.65542150    
   2.55337405       1.98370028    
   2.57527018       1.32501674    
   2.93392682       1.73674011    
   3.46322918       1.51704395    
   4.14267492       1.54463136    
   4.22083235       2.06093693    
   4.35771370       1.55428374    
   4.88036394       1.53374541    
   4.58541059       1.07740676    
   4.18934536       1.38340402    
   3.66334629       1.03162611    
   3.49828649       1.61800086    
   3.80932593       1.17598903    
   4.28053808       1.55094218    
   4.08522797       2.06568289    
   4.56524849       1.69558048    
   5.22249365       1.58132374    
   4.73396969       1.85710227    
   4.63694096       1.32485521    
   4.09681273       1.28284979    
   4.50091314      0.957433283    
   4.99546909      0.793315947    
   5.60355091      0.510940135    
   6.16192579      0.670019388    
   5.71342516      0.364843130    
   5.18050289      0.739512384    
   5.30050468      0.189805001    
   5.77224731      0.634634852    
   5.32444096      0.316833764    
   5.35294104     -0.266212583    
   5.51116896     -0.892703712    
   5.88631678     -0.493077576    
   5.82575321      0.117952101    
   5.29103804      0.140957698    
   4.70611906     -0.170010343    
   4.18130922     -0.313507736    
   3.66734719     -0.506830812    
   4.03254080     -0.968182266    
   3.58095479      -1.22824156    
   3.31266689     -0.765797675    
   3.52477145     -0.239879906    
   3.27036500     -0.795401812    
   3.79369926      -1.24546337    
   4.33432055     -0.868878841    
   4.93591881     -0.575074553    
   4.60810328      -1.06427336    
   3.98634529      -1.29566801    
   4.35915422      -1.66607082    
   4.72029400      -2.21751499    
   5.22751331      -2.23417735    
   5.16246080      -1.59238231    
   5.50283718     -0.992088199    
   5.32734537      -1.50174034    
   5.89116859      -1.55562651    
   5.28759909      -1.48607409    
   4.69972467      -1.86070514    
   4.53366566      -1.36880553    
   3.86545730      -1.36431372    
   4.43896675      -1.33954656    
   5.06949139      -1.42364585    
   4.51753187      -1.79340291    
   4.31782007      -2.33154893    
   4.30286407      -2.94271445    
   3.73058271      -2.99595356    
   3.08657408      -2.88270950    
   3.55542064      -3.21930408    
   3.27715015      -3.71941042    
   3.07991529      -4.19047546    
   3.63227534      -4.35142374    
   4.31148148      -4.38933659    
   4.08485889      -4.89423132    
   3.52637339      -4.69068766    
   3.25675631      -4.08797550    
   2.78423500      -4.48191881    
   2.46577430      -5.02843904    
   3.10694098      -5.18956900    
   2.80517912      -4.65124273    
   3.06649590      -5.20463753    
   3.08297610      -4.59281588    
   3.56538987      -4.25000048    
   3.59705853      -4.80621004    
   3.20315456      -4.35636806    
   3.16791987      -3.79635310    
   2.95872855      -4.41047287    
   3.15182018      -3.87485743    
   3.02884245      -3.29851770    
   2.85590196      -3.88309741    
   2.64851308      -4.49573374    
   3.23272896      -4.22675991    
   3.71316409      -3.84074402    
   3.40794086      -3.43475318    
   2.90628767      -3.26156878    
   3.19993424      -3.82044935    
   3.76241183      -3.87513971    
   4.14458132      -3.37932444    
   3.71604538      -3.82629943    
   4.03966951      -4.30336380    
   4.64528084      -4.35360909    
   5.06546497      -4.74757719    
   4.60741282      -5.18844271    
   5.10723495      -5.48399973    
   4.90917444      -4.90256166    
   5.50263596      -4.68092728    
   5.65329742      -4.01638412    
   5.68338633      -4.55800056    
   6.08915424      -4.99334574    
   6.10022926      -4.29454231    
   5.98923826      -3.62277579    
   6.64743567      -3.73625183    
   5.99601650      -3.83054709    
   5.84172535      -3.23689961    
   6.27055550      -3.55432892    
   6.31645250      -2.97347760    
   5.74562883      -2.61723971    
   5.59555626      -2.13667703    
   5.95862770      -2.64636087    
   5.95092249      -2.05050373    
   5.47145176      -2.56005597    
   4.94300652      -2.13135052    
   5.58871269      -2.27733088    
   5.59296131      -2.92527056    
   6.12535715      -3.24494076    
   5.89166451      -2.69309521    
   5.99639082      -2.10704589    
   5.30845213      -2.13956714    
   4.94639826      -1.57223487    
   4.96170139     -0.898534954    
   4.53205681     -0.450406283    
   5.05423164     -0.443797112    
   5.43776846      -5.37661128E-02
   6.04840183     -0.382326245    
   5.36355305     -0.506240964    
   4.84545326     -0.910956025    
   5.12396145      -1.39440513    
   5.47408104     -0.860084176    
   5.98398018     -0.750895917    
   5.50380802      -1.13990355    
   5.61537790      -1.68634903    
   4.96140909      -1.56399596    
   5.14813471     -0.893353045    
   5.40396976     -0.280275881    
   5.72757959      0.298963904    
   5.63333464      0.946466267    
   4.96933174       1.06209314    
   4.47497749       1.51840889    
   4.23805428      0.979568481    
   4.82953119      0.679253459    
   5.11826754       9.33915377E-02
   4.76099634     -0.450582236    
   4.37132359     -0.862567604    
   3.87631202      -1.07284486    
   4.36404228      -1.20958722    
   5.01616144      -1.15321743    
   5.47901583      -1.58263409    
   4.78655624      -1.66832387    
   5.14074469      -2.09636974    
   4.53216267      -2.44156098    
   4.04409838      -2.78789830    
   4.10807371      -3.35204291    
   4.52052593      -3.68295717    
   4.96025896      -3.19359159    
   4.55805349      -2.72486615    
   4.11083508      -2.22917581    
   4.71289206      -1.89236355    
   4.78319263      -1.24277818    
   5.27071857     -0.809446514    
   5.72649574     -0.351888478    
   6.17229795       5.68500441E-03
   5.56489754      -3.48651148E-02
   5.28650141      0.451325029    
   5.74474478      0.246038198    
   6.06565523      0.758972943    
   6.58782053       1.04611564    
   6.08045530       1.42154336    
   6.00478792      0.772973299    
   5.82290411       1.40818810    
   5.87616158       1.97876847    
   5.22091389       1.94425070    
   5.75611687       2.22371912    
   5.53319168       2.76413536    
   4.94219637       2.54347777    
   5.27220821       1.98222566    
   5.92804241       1.92194974    
   6.44862318       2.36247349    
   6.12467432       2.89616418    
   6.61586666       2.75585246    
   6.21643972       3.28228068    
   5.68444729       3.67142487    
   5.96656084       4.17273331    
   6.39616442       4.54911041    
   6.92376041       4.33851433    
   7.28178549       3.96812725    
   7.52571821       4.47503853    
   7.97825861       4.95598269    
   8.15472317       4.37262344    
   7.63295555       4.29646206    
   7.45828485       3.72864699    
   7.03101254       3.23621821    
   7.00549650       2.55412650    
   6.98228407       3.12090135    
   7.36854076       3.59560323    
   7.12958527       4.18685436    
   6.64416313       4.45881176    
   6.70868587       5.01595306    
   6.46621847       4.45826674    
   6.66364527       3.90237546    
   6.60371494       3.20641351    
   6.62374640       2.60366511    
   6.13181591       2.91406202    
   6.38656187       3.56348228    
   7.04358482       3.49615717    
   6.98109007       4.04698849    
   6.54046631       4.51726007    
   6.88444233       4.09637594    
   7.26266718       4.50260735    
   7.26622248       3.90989828    
   7.37943363       3.36210155    
   7.95038939       3.38473821    
   7.84652615       3.99515247    
   8.27317142       4.34748173    
   8.86201763       4.21331882    
   9.32803059       4.62999296    
   8.79448986       4.47884607    
   8.29114914       4.82477522    
   8.67259312       4.38468838    
   9.20774746       4.10379171    
   9.59749126       4.55814362    
   10.1446762       4.23179388    
   10.1908617       4.90598106    
   9.69789028       4.70375443    
   9.21654415       5.02376080    
   9.22126007       5.64538908    
   9.65896702       5.38087988    
   9.68907928       5.90098190    
   10.0141182       6.51677990    
   10.4908600       6.22039700    
   10.4177465       6.87808037    
   10.1513481       6.25988150    
   10.6242085       5.82141495    
   11.1830902       5.92231464    
   10.9639006       5.32504845    
   11.5178528       5.30813217    
   11.0646563       5.06838179    
   11.6650953       5.36043835    
   11.2752399       5.84803724    
   10.7282066       5.97353458    
   11.2470207       5.95478821    
   11.2240610       5.42709160    
   11.6492472       5.12294292    
   11.7302771       5.79544258    
   12.2922554       6.13559628    
   11.6998692       5.90480089    
   12.3144741       5.73970890    
   12.8023958       5.49846792    
   12.3635283       5.99186087    
   12.5144119       5.34649324    
   12.4971476       4.72951746    
   13.0109663       4.85803843    
   12.5232019       4.68468332    
   13.0430355       4.22451305    
   12.7524290       3.63878107    
   12.9494829       3.14860582    
   12.6176252       3.52356029    
   13.2954931       3.66844630    
   13.3612309       3.11845446    
   12.6985950       2.89918041    
   12.7108593       3.40065074    
   13.0124216       2.89069104    
   12.9106617       3.48486757    
   13.5041885       3.34880114    
   13.0508060       3.60167933    
   13.1849871       4.21913958    
   13.6244955       3.86784220    
   13.3303986       4.48041058    
   13.8666458       4.80187702    
   14.4343300       4.46893501    
   13.8587141       4.43349075    
   14.2407656       3.93478227    
   14.6978683       3.68916583    
   15.2081432       3.46403217    
   15.1482334       2.79942894    
   15.5083323       2.35604715    
   14.9342327       2.47779298    
   15.5018377       2.59017539    
   14.9825239       2.98868179    
   15.3471699       2.39140058    
   15.4548674       2.96917033    
   15.9832993       3.01916718    
   16.4814224       2.75029683    
   16.4465351       2.20368481    
   16.0895195       1.67392933    
   16.2638493       2.28837633    
   16.3902435       2.92340231    
   17.0023327       2.71147919    
   17.6322460       2.54966164    
   17.9391689       3.14692879    
   18.5822582       3.39020967    
   19.1861744       3.23248100    
   18.9918041       2.69363999    
   19.1070976       2.11538696    
   18.7880535       1.54568315    
   18.4442043       2.05361748    
   18.2063675       2.70296144    
   17.8224010       2.14181685    
   17.8556786       2.67747521    
   18.5097046       2.92345071    
   19.1387997       3.19222546    
   18.9370899       2.66154385    
   18.9373322       2.14129210    
   19.4552135       2.18852854    
   19.9294987       2.48022199    
   19.3994160       2.84350038    
   19.4679527       2.22993016    
   19.0407543       2.51497245    
   18.5325985       2.13727617    
   18.9832745       2.44804311    
   18.5714073       1.93795824    
   19.0252991       2.22891140    
   18.4471760       2.02424192    
   19.0463982       2.23227262    
   19.4777546       1.76852477    
   19.9911385       1.55811870    
   20.4527264       1.97507691    
   20.7162704       2.58227563    
   20.3718357       2.19897127    
   20.3812294       2.87801886    
   20.0355873       2.38254690    
   19.6163960       1.99984121    
