     x              y              y-prima
   1.51499999      0.114961021      -3.87019491    
   1.51999998       9.56253484E-02  -3.86402535    
   1.52499998       7.63212517E-02  -3.85756707    
   1.52999997       5.70501611E-02  -3.85082221    
   1.53499997       3.78135070E-02  -3.84379244    
   1.53999996       1.86127089E-02  -3.83648014    
   1.54499996      -5.50825091E-04  -3.82888746    
   1.54999995      -1.96756981E-02  -3.82101655    
   1.55499995      -3.87605280E-02  -3.81286955    
   1.55999994      -5.78039363E-02  -3.80444908    
   1.56499994      -7.68045634E-02  -3.79575753    
   1.56999993      -9.57610607E-02  -3.78679729    
   1.57499993     -0.114672087      -3.77757072    
   1.58000004     -0.133536324      -3.76808071    
   1.58500004     -0.152352452      -3.75832987    
   1.59000003     -0.171119183      -3.74832082    
   1.59500003     -0.189835235      -3.73805642    
   1.60000002     -0.208499327      -3.72753930    
   1.60500002     -0.227110207      -3.71677256    
   1.61000001     -0.245666638      -3.70575881    
   1.61500001     -0.264167398      -3.69450116    
   1.62000000     -0.282611251      -3.68300247    
   1.62500000     -0.300997019      -3.67126584    
   1.63000000     -0.319323510      -3.65929437    
   1.63499999     -0.337589562      -3.64709115    
   1.63999999     -0.355794042      -3.63465929    
   1.64499998     -0.373935789      -3.62200189    
   1.64999998     -0.392013699      -3.60912228    
   1.65499997     -0.410026640      -3.59602356    
   1.65999997     -0.427973568      -3.58270907    
   1.66499996     -0.445853382      -3.56918216    
   1.66999996     -0.463665038      -3.55544591    
   1.67499995     -0.481407493      -3.54150391    
   1.67999995     -0.499079734      -3.52735949    
   1.68499994     -0.516680777      -3.51301575    
   1.68999994     -0.534209609      -3.49847627    
   1.69499993     -0.551665246      -3.48374462    
   1.69999993     -0.569046736      -3.46882391    
   1.70500004     -0.586353183      -3.45371771    
   1.71000004     -0.603583634      -3.43842959    
   1.71500003     -0.620737195      -3.42296290    
   1.72000003     -0.637812972      -3.40732098    
   1.72500002     -0.654810131      -3.39150763    
   1.73000002     -0.671727777      -3.37552595    
   1.73500001     -0.688565135      -3.35937977    
   1.74000001     -0.705321312      -3.34307241    
   1.74500000     -0.721995592      -3.32660723    
   1.75000000     -0.738587141      -3.30998778    
   1.75500000     -0.755095243      -3.29321766    
   1.75999999     -0.771519125      -3.27630019    
   1.76499999     -0.787858009      -3.25923896    
   1.76999998     -0.804111242      -3.24203753    
   1.77499998     -0.820278168      -3.22469926    
   1.77999997     -0.836358011      -3.20722747    
   1.78499997     -0.852350175      -3.18962574    
   1.78999996     -0.868254006      -3.17189741    
   1.79499996     -0.884068906      -3.15404606    
   1.79999995     -0.899794281      -3.13607502    
   1.80499995     -0.915429473      -3.11798763    
   1.80999994     -0.930973947      -3.09978724    
   1.81499994     -0.946427166      -3.08147717    
   1.81999993     -0.961788535      -3.06306076    
   1.82499993     -0.977057576      -3.04454160    
   1.82999992     -0.992233753      -3.02592278    
   1.83500004      -1.00731659      -3.00720739    
   1.84000003      -1.02230561      -2.98839903    
   1.84500003      -1.03720045      -2.96950054    
   1.85000002      -1.05200052      -2.95051551    
   1.85500002      -1.06670547      -2.93144679    
   1.86000001      -1.08131480      -2.91229773    
   1.86500001      -1.09582829      -2.89307141    
   1.87000000      -1.11024547      -2.87377095    
   1.87500000      -1.12456596      -2.85439944    
   1.88000000      -1.13878942      -2.83495975    
   1.88499999      -1.15291548      -2.81545496    
   1.88999999      -1.16694391      -2.79588819    
   1.89499998      -1.18087435      -2.77626228    
   1.89999998      -1.19470644      -2.75658011    
   1.90499997      -1.20844007      -2.73684478    
   1.90999997      -1.22207487      -2.71705890    
   1.91499996      -1.23561060      -2.69722533    
   1.91999996      -1.24904704      -2.67734694    
   1.92499995      -1.26238394      -2.65742636    
   1.92999995      -1.27562118      -2.63746643    
   1.93499994      -1.28875852      -2.61746979    
   1.93999994      -1.30179584      -2.59743905    
   1.94499993      -1.31473291      -2.57737684    
   1.94999993      -1.32756960      -2.55728579    
   1.95499992      -1.34030581      -2.53716826    
   1.96000004      -1.35294127      -2.51702690    
   1.96500003      -1.36547601      -2.49686432    
   1.97000003      -1.37790990      -2.47668266    
   1.97500002      -1.39024282      -2.45648456    
   1.98000002      -1.40247476      -2.43627214    
   1.98500001      -1.41460562      -2.41604781    
   1.99000001      -1.42663527      -2.39581394    
   1.99500000      -1.43856370      -2.37557268    
   2.00000000      -1.45039093      -2.35532618    
   2.00499988      -1.46211696      -2.33507657    
   2.00999999      -1.47374177      -2.31482601    
   2.01499987      -1.48526525      -2.29457664    
   2.01999998      -1.49668753      -2.27433062    
   2.02500010      -1.50800860      -2.25408983    
   2.02999997      -1.51922846      -2.23385620    
   2.03500009      -1.53034723      -2.21363163    
   2.03999996      -1.54136479      -2.19341826    
   2.04500008      -1.55228138      -2.17321777    
   2.04999995      -1.56309700      -2.15303183    
   2.05500007      -1.57381177      -2.13286233    
   2.05999994      -1.58442569      -2.11271119    
   2.06500006      -1.59493887      -2.09258008    
   2.06999993      -1.60535145      -2.07247043    
   2.07500005      -1.61566353      -2.05238414    
   2.07999992      -1.62587523      -2.03232265    
   2.08500004      -1.63598680      -2.01228762    
   2.08999991      -1.64599824      -1.99228048    
   2.09500003      -1.65590966      -1.97230268    
   2.09999990      -1.66572130      -1.95235574    
   2.10500002      -1.67543328      -1.93244112    
   2.10999990      -1.68504572      -1.91256011    
   2.11500001      -1.69455886      -1.89271402    
   2.11999989      -1.70397294      -1.87290430    
   2.12500000      -1.71328807      -1.85313213    
   2.12999988      -1.72250438      -1.83339870    
   2.13499999      -1.73162210      -1.81370533    
   2.13999987      -1.74064147      -1.79405320    
   2.14499998      -1.74956274      -1.77444327    
   2.14999986      -1.75838602      -1.75487685    
   2.15499997      -1.76711154      -1.73535490    
   2.16000009      -1.77573955      -1.71587849    
   2.16499996      -1.78427041      -1.69644856    
   2.17000008      -1.79270422      -1.67706621    
   2.17499995      -1.80104125      -1.65773225    
   2.18000007      -1.80928171      -1.63844764    
   2.18499994      -1.81742585      -1.61921322    
   2.19000006      -1.82547390      -1.60002995    
   2.19499993      -1.83342624      -1.58089852    
   2.20000005      -1.84128296      -1.56181979    
   2.20499992      -1.84904444      -1.54279459    
   2.21000004      -1.85671091      -1.52382350    
   2.21499991      -1.86428273      -1.50490737    
   2.22000003      -1.87176013      -1.48604679    
   2.22499990      -1.87914336      -1.46724236    
   2.23000002      -1.88643265      -1.44849479    
   2.23499990      -1.89362836      -1.42980456    
   2.24000001      -1.90073073      -1.41117239    
   2.24499989      -1.90774012      -1.39259875    
   2.25000000      -1.91465676      -1.37408412    
   2.25499988      -1.92148101      -1.35562897    
   2.25999999      -1.92821312      -1.33723378    
   2.26499987      -1.93485343      -1.31889904    
   2.26999998      -1.94140220      -1.30062509    
   2.27499986      -1.94785976      -1.28241241    
   2.27999997      -1.95422637      -1.26426136    
   2.28500009      -1.96050239      -1.24617219    
   2.28999996      -1.96668816      -1.22814524    
   2.29500008      -1.97278392      -1.21018088    
   2.29999995      -1.97879004      -1.19227934    
   2.30500007      -1.98470676      -1.17444086    
   2.30999994      -1.99053454      -1.15666568    
   2.31500006      -1.99627352      -1.13895404    
   2.31999993      -2.00192404      -1.12130618    
   2.32500005      -2.00748658      -1.10372221    
   2.32999992      -2.01296139      -1.08620226    
   2.33500004      -2.01834869      -1.06874645    
   2.33999991      -2.02364898      -1.05135489    
   2.34500003      -2.02886248      -1.03402770    
   2.34999990      -2.03398943      -1.01676500    
   2.35500002      -2.03903031     -0.999566853    
   2.35999990      -2.04398537     -0.982433259    
   2.36500001      -2.04885483     -0.965364218    
   2.36999989      -2.05363917     -0.948359787    
   2.37500000      -2.05833864     -0.931419909    
   2.37999988      -2.06295347     -0.914544582    
   2.38499999      -2.06748414     -0.897733748    
   2.38999987      -2.07193089     -0.880987406    
   2.39499998      -2.07629418     -0.864305437    
   2.39999986      -2.08057404     -0.847687781    
   2.40499997      -2.08477116     -0.831134319    
   2.41000009      -2.08888555     -0.814644933    
   2.41499996      -2.09291768     -0.798219502    
   2.42000008      -2.09686780     -0.781857848    
   2.42499995      -2.10073638     -0.765559852    
   2.43000007      -2.10452366     -0.749325335    
   2.43499994      -2.10822988     -0.733154118    
   2.44000006      -2.11185527     -0.717046022    
   2.44499993      -2.11540031     -0.701000810    
   2.45000005      -2.11886525     -0.685018301    
   2.45499992      -2.12225056     -0.669098258    
   2.46000004      -2.12555647     -0.653240442    
   2.46499991      -2.12878323     -0.637444615    
   2.47000003      -2.13193107     -0.621710479    
   2.47499990      -2.13500047     -0.606037796    
   2.48000002      -2.13799167     -0.590426266    
   2.48499990      -2.14090490     -0.574875593    
   2.49000001      -2.14374042     -0.559385478    
   2.49499989      -2.14649868     -0.543955624    
   2.50000000      -2.14917994     -0.528585672    
   2.50499988      -2.15178466     -0.513275385    
   2.50999999      -2.15431285     -0.498024344    
   2.51499987      -2.15676498     -0.482832223    
   2.51999998      -2.15914130     -0.467698693    
   2.52499986      -2.16144204     -0.452623367    
   2.52999997      -2.16366768     -0.437605888    
   2.53499985      -2.16581821     -0.422645867    
   2.53999996      -2.16789412     -0.407742947    
   2.54500008      -2.16989565     -0.392896742    
   2.54999995      -2.17182302     -0.378106833    
   2.55500007      -2.17367673     -0.363372833    
   2.55999994      -2.17545676     -0.348694324    
   2.56500006      -2.17716360     -0.334070891    
   2.56999993      -2.17879748     -0.319502115    
   2.57500005      -2.18035865     -0.304987550    
   2.57999992      -2.18184733     -0.290526807    
   2.58500004      -2.18326402     -0.276119411    
   2.58999991      -2.18460870     -0.261764944    
   2.59500003      -2.18588185     -0.247462943    
   2.59999990      -2.18708348     -0.233212948    
   2.60500002      -2.18821406     -0.219014511    
   2.60999990      -2.18927383     -0.204867184    
   2.61500001      -2.19026279     -0.190770477    
   2.61999989      -2.19118142     -0.176723942    
   2.62500000      -2.19202995     -0.162727088    
   2.62999988      -2.19280863     -0.148779437    
   2.63499999      -2.19351768     -0.134880513    
   2.63999987      -2.19415736     -0.121029839    
   2.64499998      -2.19472790     -0.107226916    
   2.64999986      -2.19522953      -9.34712514E-02
   2.65499997      -2.19566250      -7.97623545E-02
   2.65999985      -2.19602704      -6.60997182E-02
   2.66499996      -2.19632339      -5.24828508E-02
   2.67000008      -2.19655180      -3.89112420E-02
   2.67499995      -2.19671249      -2.53843889E-02
   2.68000007      -2.19680572      -1.19017791E-02
   2.68499994      -2.19683170       1.53709832E-03
   2.69000006      -2.19679046       1.49327572E-02
   2.69499993      -2.19668245       2.82857139E-02
   2.70000005      -2.19650769       4.15964872E-02
   2.70499992      -2.19626641       5.48655987E-02
   2.71000004      -2.19595909       6.80935681E-02
   2.71499991      -2.19558573       8.12809244E-02
   2.72000003      -2.19514632       9.44281891E-02
   2.72499990      -2.19464135      0.107535891    
   2.73000002      -2.19407105      0.120604552    
   2.73499990      -2.19343543      0.133634716    
   2.74000001      -2.19273472      0.146626905    
   2.74499989      -2.19196916      0.159581646    
   2.75000000      -2.19113898      0.172499493    
   2.75499988      -2.19024420      0.185380965    
   2.75999999      -2.18928528      0.198226601    
   2.76499987      -2.18826199      0.211036935    
   2.76999998      -2.18717480      0.223812506    
   2.77499986      -2.18602395      0.236553863    
   2.77999997      -2.18480945      0.249261528    
   2.78499985      -2.18353152      0.261936069    
   2.78999996      -2.18219018      0.274578005    
   2.79500008      -2.18078566      0.287187874    
   2.79999995      -2.17931819      0.299766213    
   2.80500007      -2.17778802      0.312313586    
   2.80999994      -2.17619514      0.324830532    
   2.81500006      -2.17453980      0.337317586    
   2.81999993      -2.17282200      0.349775285    
   2.82500005      -2.17104197      0.362204164    
   2.82999992      -2.16919994      0.374604791    
   2.83500004      -2.16729593      0.386977702    
   2.83999991      -2.16533017      0.399323434    
   2.84500003      -2.16330266      0.411642522    
   2.84999990      -2.16121364      0.423935533    
   2.85500002      -2.15906334      0.436202973    
   2.85999990      -2.15685177      0.448445410    
   2.86500001      -2.15457892      0.460663408    
   2.86999989      -2.15224504      0.472857475    
   2.87500000      -2.14985037      0.485028177    
   2.87999988      -2.14739490      0.497176021    
   2.88499999      -2.14487863      0.509301603    
   2.88999987      -2.14230180      0.521405399    
   2.89499998      -2.13966465      0.533487976    
   2.89999986      -2.13696694      0.545549929    
   2.90499997      -2.13420916      0.557591736    
   2.90999985      -2.13139105      0.569613934    
   2.91499996      -2.12851286      0.581617117    
   2.92000008      -2.12557483      0.593601763    
   2.92499995      -2.12257695      0.605568409    
   2.93000007      -2.11951923      0.617517650    
   2.93499994      -2.11640191      0.629449964    
   2.94000006      -2.11322498      0.641365945    
   2.94499993      -2.10998845      0.653266072    
   2.95000005      -2.10669231      0.665150940    
   2.95499992      -2.10333681      0.677021027    
   2.96000004      -2.09992194      0.688876927    
   2.96499991      -2.09644794      0.700719118    
   2.97000003      -2.09291482      0.712548196    
   2.97499990      -2.08932257      0.724364638    
   2.98000002      -2.08567119      0.736168981    
   2.98499990      -2.08196092      0.747961760    
   2.99000001      -2.07819176      0.759743512    
   2.99499989      -2.07436371      0.771514773    
   3.00000000      -2.07047677      0.783276081    
