     x              y              y-prima
   1.54999995      0.629989326      -2.69239569    
   1.55499995      0.616532207      -2.69041634    
   1.55999994      0.603085399      -2.68827462    
   1.56499994      0.589649737      -2.68597078    
   1.56999993      0.576225996      -2.68350530    
   1.57499993      0.562814951      -2.68087864    
   1.58000004      0.549417436      -2.67809105    
   1.58500004      0.536034286      -2.67514300    
   1.59000003      0.522666276      -2.67203522    
   1.59500003      0.509314179      -2.66876793    
   1.60000002      0.495978832      -2.66534185    
   1.60500002      0.482661009      -2.66175747    
   1.61000001      0.469361514      -2.65801549    
   1.61500001      0.456081122      -2.65411639    
   1.62000000      0.442820609      -2.65006089    
   1.62500000      0.429580778      -2.64584947    
   1.63000000      0.416362375      -2.64148307    
   1.63499999      0.403166205      -2.63696241    
   1.63999999      0.389993012      -2.63228822    
   1.64499998      0.376843572      -2.62746119    
   1.64999998      0.363718659      -2.62248230    
   1.65499997      0.350619018      -2.61735225    
   1.65999997      0.337545395      -2.61207199    
   1.66499996      0.324498534      -2.60664225    
   1.66999996      0.311479211      -2.60106397    
   1.67499995      0.298488140      -2.59533834    
   1.67999995      0.285526067      -2.58946609    
   1.68499994      0.272593707      -2.58344817    
   1.68999994      0.259691805      -2.57728553    
   1.69499993      0.246821091      -2.57097936    
   1.69999993      0.233982250      -2.56453037    
   1.70500004      0.221176013      -2.55794001    
   1.71000004      0.208403081      -2.55120921    
   1.71500003      0.195664153      -2.54433894    
   1.72000003      0.182959929      -2.53733039    
   1.72500002      0.170291081      -2.53018475    
   1.73000002      0.157658309      -2.52290297    
   1.73500001      0.145062283      -2.51548648    
   1.74000001      0.132503673      -2.50793624    
   1.74500000      0.119983144      -2.50025344    
   1.75000000      0.107501358      -2.49243951    
   1.75500000       9.50589702E-02  -2.48449540    
   1.75999999       8.26566219E-02  -2.47642255    
   1.76499999       7.02949613E-02  -2.46822214    
   1.76999998       5.79746142E-02  -2.45989561    
   1.77499998       4.56962138E-02  -2.45144391    
   1.77999997       3.34603824E-02  -2.44286847    
   1.78499997       2.12677345E-02  -2.43417072    
   1.78999996       9.11887921E-03  -2.42535186    
   1.79499996      -2.98558269E-03  -2.41641307    
   1.79999995      -1.50450543E-02  -2.40735602    
   1.80499995      -2.70589460E-02  -2.39818168    
   1.80999994      -3.90266776E-02  -2.38889170    
   1.81499994      -5.09476736E-02  -2.37948728    
   1.81999993      -6.28213659E-02  -2.36996984    
   1.82499993      -7.46471882E-02  -2.36034083    
   1.82999992      -8.64245892E-02  -2.35060143    
   1.83500004      -9.81530175E-02  -2.34075332    
   1.84000003     -0.109831937      -2.33079767    
   1.84500003     -0.121460810      -2.32073593    
   1.85000002     -0.133039117      -2.31056952    
   1.85500002     -0.144566327      -2.30029988    
   1.86000001     -0.156041935      -2.28992844    
   1.86500001     -0.167465433      -2.27945638    
   1.87000000     -0.178836331      -2.26888537    
   1.87500000     -0.190154120      -2.25821686    
   1.88000000     -0.201418325      -2.24745202    
   1.88499999     -0.212628469      -2.23659253    
   1.88999999     -0.223784089      -2.22563982    
   1.89499998     -0.234884709      -2.21459508    
   1.89999998     -0.245929882      -2.20345998    
   1.90499997     -0.256919146      -2.19223571    
   1.90999997     -0.267852068      -2.18092394    
   1.91499996     -0.278728217      -2.16952610    
   1.91999996     -0.289547175      -2.15804338    
   1.92499995     -0.300308526      -2.14647746    
   1.92999995     -0.311011821      -2.13482952    
   1.93499994     -0.321656674      -2.12310123    
   1.93999994     -0.332242697      -2.11129379    
   1.94499993     -0.342769474      -2.09940863    
   1.94999993     -0.353236645      -2.08744740    
   1.95499992     -0.363643825      -2.07541132    
   1.96000004     -0.373990625      -2.06330180    
   1.96500003     -0.384276718      -2.05112028    
   1.97000003     -0.394501716      -2.03886795    
   1.97500002     -0.404665291      -2.02654648    
   1.98000002     -0.414767087      -2.01415706    
   1.98500001     -0.424806774      -2.00170112    
   1.99000001     -0.434783995      -1.98917997    
   1.99500000     -0.444698453      -1.97659504    
   2.00000000     -0.454549849      -1.96394765    
   2.00499988     -0.464337856      -1.95123923    
   2.00999999     -0.474062145      -1.93847096    
   2.01499987     -0.483722448      -1.92564428    
   2.01999998     -0.493318498      -1.91276050    
   2.02500010     -0.502849996      -1.89982092    
   2.02999997     -0.512316644      -1.88682675    
   2.03500009     -0.521718204      -1.87377942    
   2.03999996     -0.531054378      -1.86068010    
   2.04500008     -0.540324926      -1.84753013    
   2.04999995     -0.549529612      -1.83433080    
   2.05500007     -0.558668196      -1.82108331    
   2.05999994     -0.567740381      -1.80778885    
   2.06500006     -0.576745987      -1.79444873    
   2.06999993     -0.585684776      -1.78106415    
   2.07500005     -0.594556570      -1.76763630    
   2.07999992     -0.603361070      -1.75416636    
   2.08500004     -0.612098157      -1.74065566    
   2.08999991     -0.620767593      -1.72710526    
   2.09500003     -0.629369140      -1.71351624    
   2.09999990     -0.637902677      -1.69988990    
   2.10500002     -0.646367967      -1.68622732    
   2.10999990     -0.654764891      -1.67252958    
   2.11500001     -0.663093209      -1.65879786    
   2.11999989     -0.671352804      -1.64503324    
   2.12500000     -0.679543495      -1.63123691    
   2.12999988     -0.687665105      -1.61740983    
   2.13499999     -0.695717514      -1.60355306    
   2.13999987     -0.703700602      -1.58966768    
   2.14499998     -0.711614192      -1.57575476    
   2.14999986     -0.719458103      -1.56181526    
   2.15499997     -0.727232277      -1.54785025    
   2.16000009     -0.734936535      -1.53386068    
   2.16499996     -0.742570817      -1.51984751    
   2.17000008     -0.750134945      -1.50581181    
   2.17499995     -0.757628858      -1.49175453    
   2.18000007     -0.765052438      -1.47767651    
   2.18499994     -0.772405565      -1.46357882    
   2.19000006     -0.779688179      -1.44946229    
   2.19499993     -0.786900163      -1.43532777    
   2.20000005     -0.794041455      -1.42117631    
   2.20499992     -0.801111937      -1.40700865    
   2.21000004     -0.808111548      -1.39282572    
   2.21499991     -0.815040171      -1.37862837    
   2.22000003     -0.821897805      -1.36441743    
   2.22499990     -0.828684330      -1.35019362    
   2.23000002     -0.835399687      -1.33595788    
   2.23499990     -0.842043877      -1.32171094    
   2.24000001     -0.848616779      -1.30745363    
   2.24499989     -0.855118394      -1.29318666    
   2.25000000     -0.861548662      -1.27891076    
   2.25499988     -0.867907524      -1.26462674    
   2.25999999     -0.874194920      -1.25033534    
   2.26499987     -0.880410850      -1.23603714    
   2.26999998     -0.886555254      -1.22173297    
   2.27499986     -0.892628133      -1.20742345    
   2.27999997     -0.898629487      -1.19310927    
   2.28500009     -0.904559255      -1.17879105    
   2.28999996     -0.910417378      -1.16446948    
   2.29500008     -0.916203916      -1.15014517    
   2.29999995     -0.921918809      -1.13581872    
   2.30500007     -0.927562058      -1.12149084    
   2.30999994     -0.933133662      -1.10716200    
   2.31500006     -0.938633621      -1.09283280    
   2.31999993     -0.944061935      -1.07850385    
   2.32500005     -0.949418604      -1.06417561    
   2.32999992     -0.954703689      -1.04984868    
   2.33500004     -0.959917128      -1.03552353    
   2.33999991     -0.965058923      -1.02120078    
   2.34500003     -0.970129132      -1.00688076    
   2.34999990     -0.975127757     -0.992564082    
   2.35500002     -0.980054796     -0.978251159    
   2.35999990     -0.984910250     -0.963942468    
   2.36500001     -0.989694178     -0.949638486    
   2.36999989     -0.994406641     -0.935339630    
   2.37500000     -0.999047577     -0.921046257    
   2.37999988      -1.00361705     -0.906758845    
   2.38499999      -1.00811517     -0.892477751    
   2.38999987      -1.01254189     -0.878203392    
   2.39499998      -1.01689720     -0.863936126    
   2.39999986      -1.02118123     -0.849676311    
   2.40499997      -1.02539396     -0.835424304    
   2.41000009      -1.02953541     -0.821180463    
   2.41499996      -1.03360569     -0.806945086    
   2.42000008      -1.03760481     -0.792718470    
   2.42499995      -1.04153287     -0.778500915    
   2.43000007      -1.04538989     -0.764292777    
   2.43499994      -1.04917586     -0.750094235    
   2.44000006      -1.05289090     -0.735905647    
   2.44499993      -1.05653501     -0.721727192    
   2.45000005      -1.06010818     -0.707559168    
   2.45499992      -1.06361055     -0.693401814    
   2.46000004      -1.06704223     -0.679255307    
   2.46499991      -1.07040322     -0.665119886    
   2.47000003      -1.07369351     -0.650995791    
   2.47499990      -1.07691324     -0.636883199    
   2.48000002      -1.08006239     -0.622782230    
   2.48499990      -1.08314109     -0.608693123    
   2.49000001      -1.08614933     -0.594615996    
   2.49499989      -1.08908725     -0.580551028    
   2.50000000      -1.09195483     -0.566498339    
   2.50499988      -1.09475219     -0.552458107    
   2.50999999      -1.09747946     -0.538430393    
   2.51499987      -1.10013652     -0.524415374    
   2.51999998      -1.10272360     -0.510413110    
   2.52499986      -1.10524070     -0.496423692    
   2.52999997      -1.10768783     -0.482447237    
   2.53499985      -1.11006510     -0.468483776    
   2.53999996      -1.11237264     -0.454533398    
   2.54500008      -1.11461043     -0.440596163    
   2.54999995      -1.11677861     -0.426672131    
   2.55500007      -1.11887717     -0.412761331    
   2.55999994      -1.12090623     -0.398863792    
   2.56500006      -1.12286580     -0.384979546    
   2.56999993      -1.12475598     -0.371108592    
   2.57500005      -1.12657690     -0.357250959    
   2.57999992      -1.12832856     -0.343406618    
   2.58500004      -1.13001096     -0.329575568    
   2.58999991      -1.13162434     -0.315757811    
   2.59500003      -1.13316858     -0.301953286    
   2.59999990      -1.13464391     -0.288161993    
   2.60500002      -1.13605022     -0.274383873    
   2.60999990      -1.13738775     -0.260618865    
   2.61500001      -1.13865650     -0.246866941    
   2.61999989      -1.13985646     -0.233128011    
   2.62500000      -1.14098775     -0.219402030    
   2.62999988      -1.14205050     -0.205688894    
   2.63499999      -1.14304471     -0.191988543    
   2.63999987      -1.14397037     -0.178300858    
   2.64499998      -1.14482772     -0.164625764    
   2.64999986      -1.14561665     -0.150963143    
   2.65499997      -1.14633739     -0.137312889    
   2.65999985      -1.14698982     -0.123674870    
   2.66499996      -1.14757419     -0.110048972    
   2.67000008      -1.14809036      -9.64350551E-02
   2.67499995      -1.14853847      -8.28329846E-02
   2.68000007      -1.14891863      -6.92426190E-02
   2.68499994      -1.14923084      -5.56638017E-02
   2.69000006      -1.14947522      -4.20963801E-02
   2.69499993      -1.14965177      -2.85401903E-02
   2.70000005      -1.14976060      -1.49950637E-02
   2.70499992      -1.14980173      -1.46082439E-03
   2.71000004      -1.14977527       1.20627070E-02
   2.71499991      -1.14968121       2.55757160E-02
   2.72000003      -1.14951956       3.90783958E-02
   2.72499990      -1.14929044       5.25709428E-02
   2.73000002      -1.14899385       6.60535544E-02
   2.73499990      -1.14862990       7.95264468E-02
   2.74000001      -1.14819860       9.29898247E-02
   2.74499989      -1.14770007      0.106443912    
   2.75000000      -1.14713418      0.119888932    
   2.75499988      -1.14650118      0.133325115    
   2.75999999      -1.14580095      0.146752685    
   2.76499987      -1.14503360      0.160171881    
   2.76999998      -1.14419925      0.173582956    
   2.77499986      -1.14329779      0.186986148    
   2.77999997      -1.14232934      0.200381711    
   2.78499985      -1.14129400      0.213769913    
   2.78999996      -1.14019167      0.227150992    
   2.79500008      -1.13902247      0.240525231    
   2.79999995      -1.13778639      0.253892899    
   2.80500007      -1.13648355      0.267254263    
   2.80999994      -1.13511384      0.280609608    
   2.81500006      -1.13367736      0.293959230    
   2.81999993      -1.13217425      0.307303399    
   2.82500005      -1.13060439      0.320642412    
   2.82999992      -1.12896788      0.333976537    
   2.83500004      -1.12726462      0.347306103    
   2.83999991      -1.12549472      0.360631406    
   2.84500003      -1.12365830      0.373952746    
   2.84999990      -1.12175524      0.387270451    
   2.85500002      -1.11978555      0.400584817    
   2.85999990      -1.11774933      0.413896173    
   2.86500001      -1.11564660      0.427204847    
   2.86999989      -1.11347735      0.440511167    
   2.87500000      -1.11124158      0.453815430    
   2.87999988      -1.10893929      0.467117995    
   2.88499999      -1.10657048      0.480419189    
   2.88999987      -1.10413516      0.493719369    
   2.89499998      -1.10163331      0.507018864    
   2.89999986      -1.09906495      0.520318031    
   2.90499997      -1.09643006      0.533617198    
   2.90999985      -1.09372878      0.546916723    
   2.91499996      -1.09096098      0.560216963    
   2.92000008      -1.08812666      0.573518276    
   2.92499995      -1.08522582      0.586821020    
   2.93000007      -1.08225846      0.600125551    
   2.93499994      -1.07922459      0.613432229    
   2.94000006      -1.07612419      0.626741469    
   2.94499993      -1.07295716      0.640053630    
   2.95000005      -1.06972361      0.653369069    
   2.95499992      -1.06642342      0.666688144    
   2.96000004      -1.06305671      0.680011272    
   2.96499991      -1.05962336      0.693338871    
   2.97000003      -1.05612338      0.706671298    
   2.97499990      -1.05255663      0.720008910    
   2.98000002      -1.04892325      0.733352125    
   2.98499990      -1.04522312      0.746701360    
   2.99000001      -1.04145622      0.760056973    
   2.99499989      -1.03762257      0.773419380    
   3.00000000      -1.03372204      0.786789000    
