     x              y              y-prima
   1.73500001       1.22267151     -0.913186848    
   1.74000001       1.21811819     -0.908125162    
   1.74500000       1.21359038     -0.902999282    
   1.75000000       1.20908833     -0.897809267    
   1.75500000       1.20461237     -0.892555237    
   1.75999999       1.20016289     -0.887237251    
   1.76499999       1.19574010     -0.881855369    
   1.76999998       1.19134438     -0.876409709    
   1.77499998       1.18697608     -0.870900333    
   1.77999997       1.18263543     -0.865327358    
   1.78499997       1.17832291     -0.859690845    
   1.78999996       1.17403865     -0.853990912    
   1.79499996       1.16978312     -0.848227680    
   1.79999995       1.16555655     -0.842401206    
   1.80499995       1.16135919     -0.836511612    
   1.80999994       1.15719151     -0.830559015    
   1.81499994       1.15305376     -0.824543536    
   1.81999993       1.14894617     -0.818465292    
   1.82499993       1.14486921     -0.812324345    
   1.82999992       1.14082313     -0.806120872    
   1.83500004       1.13680816     -0.799854934    
   1.84000003       1.13282466     -0.793526649    
   1.84500003       1.12887299     -0.787136197    
   1.85000002       1.12495339     -0.780683637    
   1.85500002       1.12106621     -0.774169087    
   1.86000001       1.11721182     -0.767592728    
   1.86500001       1.11339045     -0.760954618    
   1.87000000       1.10960245     -0.754254937    
   1.87500000       1.10584807     -0.747493804    
   1.88000000       1.10212767     -0.740671337    
   1.88499999       1.09844148     -0.733787656    
   1.88999999       1.09478986     -0.726842880    
   1.89499998       1.09117317     -0.719837189    
   1.89999998       1.08759165     -0.712770700    
   1.90499997       1.08404553     -0.705643535    
   1.90999997       1.08053529     -0.698455811    
   1.91499996       1.07706106     -0.691207647    
   1.91999996       1.07362330     -0.683899224    
   1.92499995       1.07022226     -0.676530659    
   1.92999995       1.06685817     -0.669102073    
   1.93499994       1.06353140     -0.661613643    
   1.93999994       1.06024218     -0.654065490    
   1.94499993       1.05699086     -0.646457732    
   1.94999993       1.05377769     -0.638790488    
   1.95499992       1.05060303     -0.631063938    
   1.96000004       1.04746711     -0.623278201    
   1.96500003       1.04437029     -0.615433395    
   1.97000003       1.04131281     -0.607529700    
   1.97500002       1.03829503     -0.599567175    
   1.98000002       1.03531718     -0.591545999    
   1.98500001       1.03237963     -0.583466351    
   1.99000001       1.02948260     -0.575328290    
   1.99500000       1.02662647     -0.567131996    
   2.00000000       1.02381146     -0.558877587    
   2.00499988       1.02103782     -0.550565183    
   2.00999999       1.01830590     -0.542194903    
   2.01499987       1.01561594     -0.533766925    
   2.01999998       1.01296830     -0.525281310    
   2.02500010       1.01036322     -0.516738236    
   2.02999997       1.00780106     -0.508137822    
   2.03500009       1.00528204     -0.499480188    
   2.03999996       1.00280643     -0.490765452    
   2.04500008       1.00037456     -0.481993735    
   2.04999995      0.997986615     -0.473165154    
   2.05500007      0.995642960     -0.464279830    
   2.05999994      0.993343890     -0.455337882    
   2.06500006      0.991089702     -0.446339428    
   2.06999993      0.988880634     -0.437284589    
   2.07500005      0.986716986     -0.428173453    
   2.07999992      0.984598994     -0.419006169    
   2.08500004      0.982527018     -0.409782797    
   2.08999991      0.980501294     -0.400503486    
   2.09500003      0.978522062     -0.391168326    
   2.09999990      0.976589680     -0.381777406    
   2.10500002      0.974704385     -0.372330844    
   2.10999990      0.972866476     -0.362828702    
   2.11500001      0.971076190     -0.353271097    
   2.11999989      0.969333827     -0.343658149    
   2.12500000      0.967639685     -0.333989918    
   2.12999988      0.965994000     -0.324266493    
   2.13499999      0.964397073     -0.314487964    
   2.13999987      0.962849200     -0.304654390    
   2.14499998      0.961350620     -0.294765860    
   2.14999986      0.959901631     -0.284822464    
   2.15499997      0.958502471     -0.274824262    
   2.16000009      0.957153440     -0.264771342    
   2.16499996      0.955854833     -0.254663765    
   2.17000008      0.954606891     -0.244501576    
   2.17499995      0.953409910     -0.234284848    
   2.18000007      0.952264130     -0.224013641    
   2.18499994      0.951169848     -0.213688001    
   2.19000006      0.950127363     -0.203307971    
   2.19499993      0.949136913     -0.192873612    
   2.20000005      0.948198736     -0.182384968    
   2.20499992      0.947313130     -0.171842068    
   2.21000004      0.946480393     -0.161244959    
   2.21499991      0.945700765     -0.150593668    
   2.22000003      0.944974542     -0.139888227    
   2.22499990      0.944301963     -0.129128665    
   2.23000002      0.943683326     -0.118314989    
   2.23499990      0.943118870     -0.107447222    
   2.24000001      0.942608893      -9.65253785E-02
   2.24499989      0.942153692      -8.55494663E-02
   2.25000000      0.941753507      -7.45194927E-02
   2.25499988      0.941408575      -6.34354502E-02
   2.25999999      0.941119194      -5.22973463E-02
   2.26499987      0.940885663      -4.11051661E-02
   2.26999998      0.940708220      -2.98588965E-02
   2.27499986      0.940587163      -1.85585227E-02
   2.27999997      0.940522730      -7.20402366E-03
   2.28500009      0.940515220       4.20462759E-03
   2.28999996      0.940564871       1.56674609E-02
   2.29500008      0.940671980       2.71845106E-02
   2.29999995      0.940836787       3.87558192E-02
   2.30500007      0.941059589       5.03814295E-02
   2.30999994      0.941340685       6.20613880E-02
   2.31500006      0.941680312       7.37957507E-02
   2.31999993      0.942078769       8.55845809E-02
   2.32500005      0.942536294       9.74279344E-02
   2.32999992      0.943053186      0.109325886    
   2.33500004      0.943629682      0.121278509    
   2.33999991      0.944266081      0.133285880    
   2.34500003      0.944962621      0.145348087    
   2.34999990      0.945719659      0.157465219    
   2.35500002      0.946537375      0.169637382    
   2.35999990      0.947416127      0.181864664    
   2.36500001      0.948356152      0.194147170    
   2.36999989      0.949357688      0.206485018    
   2.37500000      0.950421095      0.218878314    
   2.37999988      0.951546609      0.231327191    
   2.38499999      0.952734470      0.243831769    
   2.38999987      0.953985035      0.256392181    
   2.39499998      0.955298543      0.269008577    
   2.39999986      0.956675231      0.281681091    
   2.40499997      0.958115458      0.294409901    
   2.41000009      0.959619462      0.307195127    
   2.41499996      0.961187541      0.320036948    
   2.42000008      0.962819934      0.332935542    
   2.42499995      0.964516997      0.345891088    
   2.43000007      0.966278970      0.358903736    
   2.43499994      0.968106151      0.371973693    
   2.44000006      0.969998837      0.385101169    
   2.44499993      0.971957266      0.398286343    
   2.45000005      0.973981798      0.411529422    
   2.45499992      0.976072669      0.424830616    
   2.46000004      0.978230178      0.438190132    
   2.46499991      0.980454624      0.451608211    
   2.47000003      0.982746303      0.465085089    
   2.47499990      0.985105515      0.478621006    
   2.48000002      0.987532556      0.492216200    
   2.48499990      0.990027726      0.505870938    
   2.49000001      0.992591321      0.519585431    
   2.49499989      0.995223641      0.533360004    
   2.50000000      0.997924984      0.547194898    
   2.50499988       1.00069571      0.561090410    
   2.50999999       1.00353599      0.575046778    
   2.51499987       1.00644624      0.589064360    
   2.51999998       1.00942671      0.603143394    
   2.52499986       1.01247776      0.617284238    
   2.52999997       1.01559961      0.631487191    
   2.53499985       1.01879263      0.645752549    
   2.53999996       1.02205718      0.660080671    
   2.54500008       1.02539349      0.674471915    
   2.54999995       1.02880192      0.688926578    
   2.55500007       1.03228283      0.703445017    
   2.55999994       1.03583646      0.718027592    
   2.56500006       1.03946316      0.732674658    
   2.56999993       1.04316330      0.747386634    
   2.57500005       1.04693711      0.762163877    
   2.57999992       1.05078506      0.777006745    
   2.58500004       1.05470729      0.791915715    
   2.58999991       1.05870426      0.806891084    
   2.59500003       1.06277633      0.821933329    
   2.59999990       1.06692374      0.837042868    
   2.60500002       1.07114685      0.852220118    
   2.60999990       1.07544601      0.867465556    
   2.61500001       1.07982159      0.882779598    
   2.61999989       1.08427393      0.898162663    
   2.62500000       1.08880329      0.913615286    
   2.62999988       1.09341013      0.929137886    
   2.63499999       1.09809482      0.944730937    
   2.63999987       1.10285759      0.960394979    
   2.64499998       1.10769892      0.976130426    
   2.64999986       1.11261904      0.991937876    
   2.65499997       1.11761844       1.00781775    
   2.65999985       1.12269735       1.02377069    
   2.66499996       1.12785625       1.03979707    
   2.67000008       1.13309550       1.05589759    
   2.67499995       1.13841546       1.07207263    
   2.68000007       1.14381647       1.08832288    
   2.68499994       1.14929891       1.10464883    
   2.69000006       1.15486312       1.12105119    
   2.69499993       1.16050959       1.13753045    
   2.70000005       1.16623855       1.15408719    
   2.70499992       1.17205060       1.17072201    
   2.71000004       1.17794597       1.18743551    
   2.71499991       1.18392515       1.20422840    
   2.72000003       1.18998849       1.22110128    
   2.72499990       1.19613636       1.23805475    
   2.73000002       1.20236921       1.25508952    
   2.73499990       1.20868742       1.27220619    
   2.74000001       1.21509147       1.28940547    
   2.74499989       1.22158170       1.30668807    
   2.75000000       1.22815847       1.32405472    
   2.75499988       1.23482239       1.34150600    
   2.75999999       1.24157369       1.35904276    
   2.76499987       1.24841297       1.37666559    
   2.76999998       1.25534058       1.39437532    
   2.77499986       1.26235688       1.41217268    
   2.77999997       1.26946247       1.43005848    
   2.78499985       1.27665770       1.44803333    
   2.78999996       1.28394294       1.46609819    
   2.79500008       1.29131877       1.48425376    
   2.79999995       1.29878557       1.50250089    
   2.80500007       1.30634391       1.52084029    
   2.80999994       1.31399417       1.53927290    
   2.81500006       1.32173681       1.55779958    
   2.81999993       1.32957232       1.57642102    
   2.82500005       1.33750117       1.59513819    
   2.82999992       1.34552383       1.61395204    
   2.83500004       1.35364079       1.63286328    
   2.83999991       1.36185265       1.65187299    
   2.84500003       1.37015975       1.67098188    
   2.84999990       1.37856269       1.69019103    
   2.85500002       1.38706183       1.70950139    
   2.85999990       1.39565778       1.72891378    
   2.86500001       1.40435112       1.74842918    
   2.86999989       1.41314232       1.76804864    
   2.87500000       1.42203188       1.78777313    
   2.87999988       1.43102026       1.80760360    
   2.88499999       1.44010806       1.82754111    
   2.88999987       1.44929588       1.84758663    
   2.89499998       1.45858419       1.86774135    
   2.89999986       1.46797347       1.88800621    
   2.90499997       1.47746444       1.90838218    
   2.90999985       1.48705757       1.92887044    
   2.91499996       1.49675333       1.94947219    
   2.92000008       1.50655246       1.97018838    
   2.92499995       1.51645541       1.99102020    
   2.93000007       1.52646279       2.01196885    
   2.93499994       1.53657520       2.03303528    
   2.94000006       1.54679334       2.05422091    
   2.94499993       1.55711770       2.07552671    
   2.95000005       1.56754887       2.09695411    
   2.95499992       1.57808745       2.11850405    
   2.96000004       1.58873415       2.14017797    
   2.96499991       1.59948945       2.16197705    
   2.97000003       1.61035407       2.18390274    
   2.97499990       1.62132871       2.20595598    
   2.98000002       1.63241386       2.22813821    
   2.98499990       1.64361024       2.25045085    
   2.99000001       1.65491855       2.27289510    
   2.99499989       1.66633940       2.29547238    
   3.00000000       1.67787349       2.31818390    
