     x              y              y-prima
   1.23500001       1.46938002      -2.46988726    
   1.24000001       1.45701194      -2.47731757    
   1.24500000       1.44460702      -2.48462987    
   1.25000000       1.43216586      -2.49182272    
   1.25500000       1.41968906      -2.49889469    
   1.25999999       1.40717721      -2.50584412    
   1.26499999       1.39463091      -2.51266980    
   1.26999998       1.38205075      -2.51937032    
   1.27499998       1.36943746      -2.52594423    
   1.27999997       1.35679162      -2.53239036    
   1.28499997       1.34411383      -2.53870726    
   1.28999996       1.33140481      -2.54489350    
   1.29499996       1.31866515      -2.55094790    
   1.29999995       1.30589557      -2.55686927    
   1.30499995       1.29309666      -2.56265616    
   1.30999994       1.28026915      -2.56830764    
   1.31499994       1.26741374      -2.57382226    
   1.31999993       1.25453115      -2.57919884    
   1.32500005       1.24162197      -2.58443642    
   1.33000004       1.22868693      -2.58953381    
   1.33500004       1.21572685      -2.59448981    
   1.34000003       1.20274234      -2.59930348    
   1.34500003       1.18973410      -2.60397387    
   1.35000002       1.17670286      -2.60849977    
   1.35500002       1.16364932      -2.61288023    
   1.36000001       1.15057433      -2.61711454    
   1.36500001       1.13747847      -2.62120152    
   1.37000000       1.12436259      -2.62514019    
   1.37500000       1.11122739      -2.62892985    
   1.38000000       1.09807360      -2.63256955    
   1.38499999       1.08490193      -2.63605857    
   1.38999999       1.07171321      -2.63939619    
   1.39499998       1.05850816      -2.64258146    
   1.39999998       1.04528761      -2.64561367    
   1.40499997       1.03205228      -2.64849234    
   1.40999997       1.01880300      -2.65121651    
   1.41499996       1.00554037      -2.65378571    
   1.41999996      0.992265344      -2.65619946    
   1.42499995      0.978978634      -2.65845680    
   1.42999995      0.965681016      -2.66055751    
   1.43499994      0.952373326      -2.66250110    
   1.43999994      0.939056277      -2.66428685    
   1.44499993      0.925730705      -2.66591454    
   1.45000005      0.912397385      -2.66738367    
   1.45500004      0.899057150      -2.66869378    
   1.46000004      0.885710716      -2.66984463    
   1.46500003      0.872358978      -2.67083573    
   1.47000003      0.859002650      -2.67166710    
   1.47500002      0.845642567      -2.67233825    
   1.48000002      0.832279503      -2.67284894    
   1.48500001      0.818914294      -2.67319894    
   1.49000001      0.805547774      -2.67338824    
   1.49500000      0.792180717      -2.67341661    
   1.50000000      0.778813899      -2.67328405    
   1.50500000      0.765448153      -2.67299056    
   1.50999999      0.752084255      -2.67253590    
   1.51499999      0.738723040      -2.67192006    
   1.51999998      0.725365341      -2.67114329    
   1.52499998      0.712011874      -2.67020559    
   1.52999997      0.698663533      -2.66910696    
   1.53499997      0.685321093      -2.66784739    
   1.53999996      0.671985328      -2.66642737    
   1.54499996      0.658657074      -2.66484690    
   1.54999995      0.645337105      -2.66310620    
   1.55499995      0.632026255      -2.66120553    
   1.55999994      0.618725300      -2.65914512    
   1.56499994      0.605435073      -2.65692520    
   1.56999993      0.592156351      -2.65454626    
   1.57499993      0.578889906      -2.65200853    
   1.58000004      0.565636516      -2.64931250    
   1.58500004      0.552397013      -2.64645863    
   1.59000003      0.539172173      -2.64344740    
   1.59500003      0.525962770      -2.64027929    
   1.60000002      0.512769639      -2.63695455    
   1.60500002      0.499593496      -2.63347411    
   1.61000001      0.486435145      -2.62983823    
   1.61500001      0.473295361      -2.62604761    
   1.62000000      0.460174918      -2.62210298    
   1.62500000      0.447074592      -2.61800480    
   1.63000000      0.433995128      -2.61375380    
   1.63499999      0.420937300      -2.60935068    
   1.63999999      0.407901883      -2.60479617    
   1.64499998      0.394889593      -2.60009098    
   1.64999998      0.381901205      -2.59523582    
   1.65499997      0.368937463      -2.59023166    
   1.65999997      0.355999112      -2.58507919    
   1.66499996      0.343086898      -2.57977939    
   1.66999996      0.330201566      -2.57433295    
   1.67499995      0.317343831      -2.56874084    
   1.67999995      0.304514408      -2.56300402    
   1.68499994      0.291714042      -2.55712342    
   1.68999994      0.278943419      -2.55110002    
   1.69499993      0.266203284      -2.54493475    
   1.69999993      0.253494322      -2.53862858    
   1.70500004      0.240817234      -2.53218246    
   1.71000004      0.228172734      -2.52559757    
   1.71500003      0.215561494      -2.51887488    
   1.72000003      0.202984214      -2.51201534    
   1.72500002      0.190441564      -2.50502014    
   1.73000002      0.177934229      -2.49789047    
   1.73500001      0.165462881      -2.49062729    
   1.74000001      0.153028175      -2.48323178    
   1.74500000      0.140630782      -2.47570515    
   1.75000000      0.128271341      -2.46804857    
   1.75500000      0.115950510      -2.46026325    
   1.75999999      0.103668921      -2.45235038    
   1.76499999       9.14272144E-02  -2.44431114    
   1.76999998       7.92260170E-02  -2.43614674    
   1.77499998       6.70659542E-02  -2.42785835    
   1.77999997       5.49476407E-02  -2.41944742    
   1.78499997       4.28716838E-02  -2.41091490    
   1.78999996       3.08386907E-02  -2.40226245    
   1.79499996       1.88492574E-02  -2.39349103    
   1.79999995       6.90397713E-03  -2.38460207    
   1.80499995      -4.99656750E-03  -2.37559676    
   1.80999994      -1.68517977E-02  -2.36647654    
   1.81499994      -2.86611412E-02  -2.35724282    
   1.81999993      -4.04240377E-02  -2.34789681    
   1.82499993      -5.21399230E-02  -2.33843970    
   1.82999992      -6.38082474E-02  -2.32887292    
   1.83500004      -7.54284710E-02  -2.31919789    
   1.84000003      -8.70000497E-02  -2.30941606    
   1.84500003      -9.85224545E-02  -2.29952860    
   1.85000002     -0.109995164      -2.28953695    
   1.85500002     -0.121417657      -2.27944255    
   1.86000001     -0.132789418      -2.26924658    
   1.86500001     -0.144109949      -2.25895071    
   1.87000000     -0.155378759      -2.24855614    
   1.87500000     -0.166595355      -2.23806405    
   1.88000000     -0.177759245      -2.22747612    
   1.88499999     -0.188869953      -2.21679378    
   1.88999999     -0.199927017      -2.20601821    
   1.89499998     -0.210929975      -2.19515085    
   1.89999998     -0.221878365      -2.18419313    
   1.90499997     -0.232771754      -2.17314649    
   1.90999997     -0.243609682      -2.16201234    
   1.91499996     -0.254391730      -2.15079212    
   1.91999996     -0.265117466      -2.13948703    
   1.92499995     -0.275786459      -2.12809849    
   1.92999995     -0.286398321      -2.11662793    
   1.93499994     -0.296952605      -2.10507679    
   1.93999994     -0.307448953      -2.09344649    
   1.94499993     -0.317886949      -2.08173823    
   1.94999993     -0.328266203      -2.06995344    
   1.95499992     -0.338586360      -2.05809355    
   1.96000004     -0.348847032      -2.04615998    
   1.96500003     -0.359047860      -2.03415418    
   1.97000003     -0.369188458      -2.02207732    
   1.97500002     -0.379268497      -2.00993085    
   1.98000002     -0.389287651      -1.99771595    
   1.98500001     -0.399245560      -1.98543406    
   1.99000001     -0.409141898      -1.97308660    
   1.99500000     -0.418976337      -1.96067476    
   2.00000000     -0.428748548      -1.94819999    
   2.00499988     -0.438458234      -1.93566346    
   2.00999999     -0.448105097      -1.92306662    
   2.01499987     -0.457688808      -1.91041076    
   2.01999998     -0.467209101      -1.89769709    
   2.02500010     -0.476665676      -1.88492692    
   2.02999997     -0.486058265      -1.87210155    
   2.03500009     -0.495386600      -1.85922217    
   2.03999996     -0.504650414      -1.84629023    
   2.04500008     -0.513849437      -1.83330679    
   2.04999995     -0.522983432      -1.82027316    
   2.05500007     -0.532052100      -1.80719054    
   2.05999994     -0.541055262      -1.79406023    
   2.06500006     -0.549992621      -1.78088331    
   2.06999993     -0.558863997      -1.76766109    
   2.07500005     -0.567669153      -1.75439477    
   2.07999992     -0.576407850      -1.74108541    
   2.08500004     -0.585079908      -1.72773421    
   2.08999991     -0.593685091      -1.71434236    
   2.09500003     -0.602223217      -1.70091105    
   2.09999990     -0.610694110      -1.68744135    
   2.10500002     -0.619097590      -1.67393446    
   2.10999990     -0.627433419      -1.66039145    
   2.11500001     -0.635701418      -1.64681339    
   2.11999989     -0.643901467      -1.63320136    
   2.12500000     -0.652033389      -1.61955643    
   2.12999988     -0.660097003      -1.60587966    
   2.13499999     -0.668092132      -1.59217215    
   2.13999987     -0.676018655      -1.57843494    
   2.14499998     -0.683876455      -1.56466901    
   2.14999986     -0.691665351      -1.55087543    
   2.15499997     -0.699385166      -1.53705513    
   2.16000009     -0.707035840      -1.52320910    
   2.16499996     -0.714617193      -1.50933826    
   2.17000008     -0.722129166      -1.49544370    
   2.17499995     -0.729571581      -1.48152637    
   2.18000007     -0.736944377      -1.46758711    
   2.18499994     -0.744247437      -1.45362687    
   2.19000006     -0.751480639      -1.43964660    
   2.19499993     -0.758643866      -1.42564714    
   2.20000005     -0.765737057      -1.41162932    
   2.20499992     -0.772760093      -1.39759409    
   2.21000004     -0.779712915      -1.38354230    
   2.21499991     -0.786595464      -1.36947477    
   2.22000003     -0.793407619      -1.35539234    
   2.22499990     -0.800149322      -1.34129584    
   2.23000002     -0.806820512      -1.32718611    
   2.23499990     -0.813421130      -1.31306386    
   2.24000001     -0.819951117      -1.29892993    
   2.24499989     -0.826410413      -1.28478503    
   2.25000000     -0.832798958      -1.27062988    
   2.25499988     -0.839116693      -1.25646532    
   2.25999999     -0.845363617      -1.24229193    
   2.26499987     -0.851539612      -1.22811055    
   2.26999998     -0.857644677      -1.21392179    
   2.27499986     -0.863678813      -1.19972634    
   2.27999997     -0.869641960      -1.18552482    
   2.28500009     -0.875534058      -1.17131793    
   2.28999996     -0.881355107      -1.15710640    
   2.29500008     -0.887105107      -1.14289069    
   2.29999995     -0.892783999      -1.12867153    
   2.30500007     -0.898391783      -1.11444950    
   2.30999994     -0.903928459      -1.10022521    
   2.31500006     -0.909394026      -1.08599913    
   2.31999993     -0.914788425      -1.07177198    
   2.32500005     -0.920111716      -1.05754423    
   2.32999992     -0.925363839      -1.04331636    
   2.33500004     -0.930544853      -1.02908897    
   2.33999991     -0.935654759      -1.01486254    
   2.34500003     -0.940693498      -1.00063753    
   2.34999990     -0.945661128     -0.986414433    
   2.35500002     -0.950557649     -0.972193778    
   2.35999990     -0.955383062     -0.957975984    
   2.36500001     -0.960137427     -0.943761528    
   2.36999989     -0.964820683     -0.929550767    
   2.37500000     -0.969432890     -0.915344238    
   2.37999988     -0.973974109     -0.901142240    
   2.38499999     -0.978444338     -0.886945248    
   2.38999987     -0.982843578     -0.872753620    
   2.39499998     -0.987171888     -0.858567774    
   2.39999986     -0.991429269     -0.844388008    
   2.40499997     -0.995615780     -0.830214679    
   2.41000009     -0.999731421     -0.816048145    
   2.41499996      -1.00377631     -0.801888764    
   2.42000008      -1.00775039     -0.787736833    
   2.42499995      -1.01165366     -0.773592651    
   2.43000007      -1.01548624     -0.759456515    
   2.43499994      -1.01924825     -0.745328724    
   2.44000006      -1.02293956     -0.731209517    
   2.44499993      -1.02656031     -0.717099130    
   2.45000005      -1.03011060     -0.702997863    
   2.45499992      -1.03359032     -0.688905954    
   2.46000004      -1.03699958     -0.674823642    
   2.46499991      -1.04033852     -0.660751104    
   2.47000003      -1.04360712     -0.646688581    
   2.47499990      -1.04680538     -0.632636249    
   2.48000002      -1.04993343     -0.618594289    
   2.48499990      -1.05299127     -0.604562879    
   2.49000001      -1.05597901     -0.590542197    
   2.49499989      -1.05889666     -0.576532423    
   2.50000000      -1.06174433     -0.562533677    
   2.50499988      -1.06452203     -0.548546135    
   2.50999999      -1.06722987     -0.534569860    
   2.51499987      -1.06986785     -0.520605028    
   2.51999998      -1.07243598     -0.506651700    
   2.52499986      -1.07493436     -0.492710024    
   2.52999997      -1.07736313     -0.478780061    
   2.53499985      -1.07972229     -0.464861900    
   2.53999996      -1.08201182     -0.450955600    
   2.54500008      -1.08423185     -0.437061250    
   2.54999995      -1.08638251     -0.423178881    
   2.55500007      -1.08846366     -0.409308553    
   2.55999994      -1.09047556     -0.395450294    
   2.56500006      -1.09241819     -0.381604165    
   2.56999993      -1.09429157     -0.367770135    
   2.57500005      -1.09609580     -0.353948265    
   2.57999992      -1.09783101     -0.340138525    
   2.58500004      -1.09949720     -0.326340944    
   2.58999991      -1.10109448     -0.312555462    
   2.59500003      -1.10262287     -0.298782110    
   2.59999990      -1.10408235     -0.285020828    
   2.60500002      -1.10547304     -0.271271586    
   2.60999990      -1.10679507     -0.257534355    
   2.61500001      -1.10804844     -0.243809089    
   2.61999989      -1.10923314     -0.230095714    
   2.62500000      -1.11034942     -0.216394171    
   2.62999988      -1.11139715     -0.202704385    
   2.63499999      -1.11237645     -0.189026281    
   2.63999987      -1.11328745     -0.175359786    
   2.64499998      -1.11413014     -0.161704794    
   2.64999986      -1.11490452     -0.148061201    
   2.65499997      -1.11561072     -0.134428903    
   2.65999985      -1.11624885     -0.120807797    
   2.66499996      -1.11681890     -0.107197762    
   2.67000008      -1.11732090      -9.35986638E-02
   2.67499995      -1.11775494      -8.00103769E-02
   2.68000007      -1.11812103      -6.64327592E-02
   2.68499994      -1.11841929      -5.28656691E-02
   2.69000006      -1.11864972      -3.93089578E-02
   2.69499993      -1.11881244      -2.57624630E-02
   2.70000005      -1.11890745      -1.22260274E-02
   2.70499992      -1.11893475       1.30051933E-03
   2.71000004      -1.11889446       1.48173505E-02
   2.71499991      -1.11878657       2.83246469E-02
   2.72000003      -1.11861122       4.18225937E-02
   2.72499990      -1.11836839       5.53113818E-02
   2.73000002      -1.11805809       6.87912032E-02
   2.73499990      -1.11768043       8.22622627E-02
   2.74000001      -1.11723542       9.57247689E-02
   2.74499989      -1.11672318      0.109178931    
   2.75000000      -1.11614370      0.122624971    
   2.75499988      -1.11549699      0.136063099    
   2.75999999      -1.11478305      0.149493560    
   2.76499987      -1.11400199      0.162916571    
   2.76999998      -1.11315382      0.176332384    
   2.77499986      -1.11223865      0.189741224    
   2.77999997      -1.11125648      0.203143343    
   2.78499985      -1.11020732      0.216538996    
   2.78999996      -1.10909116      0.229928434    
   2.79500008      -1.10790801      0.243311927    
   2.79999995      -1.10665798      0.256689727    
   2.80500007      -1.10534108      0.270062119    
   2.80999994      -1.10395730      0.283429354    
   2.81500006      -1.10250676      0.296791732    
   2.81999993      -1.10098946      0.310149521    
   2.82500005      -1.09940529      0.323503017    
   2.82999992      -1.09775436      0.336852491    
   2.83500004      -1.09603667      0.350198269    
   2.83999991      -1.09425235      0.363540620    
   2.84500003      -1.09240127      0.376879841    
   2.84999990      -1.09048355      0.390216261    
   2.85500002      -1.08849919      0.403550178    
   2.85999990      -1.08644807      0.416881919    
   2.86500001      -1.08433032      0.430211782    
   2.86999989      -1.08214593      0.443540096    
   2.87500000      -1.07989490      0.456867188    
   2.87999988      -1.07757723      0.470193386    
   2.88499999      -1.07519293      0.483519018    
   2.88999987      -1.07274199      0.496844411    
   2.89499998      -1.07022440      0.510169923    
   2.89999986      -1.06764019      0.523495913    
   2.90499997      -1.06498945      0.536822677    
   2.90999985      -1.06227207      0.550150573    
   2.91499996      -1.05948794      0.563479960    
   2.92000008      -1.05663717      0.576811194    
   2.92499995      -1.05371976      0.590144634    
   2.93000007      -1.05073571      0.603480637    
   2.93499994      -1.04768491      0.616819561    
   2.94000006      -1.04456747      0.630161822    
   2.94499993      -1.04138327      0.643507719    
   2.95000005      -1.03813231      0.656857669    
   2.95499992      -1.03481460      0.670212030    
   2.96000004      -1.03143013      0.683571219    
   2.96499991      -1.02797890      0.696935534    
   2.97000003      -1.02446079      0.710305452    
   2.97499990      -1.02087581      0.723681331    
   2.98000002      -1.01722395      0.737063527    
   2.98499990      -1.01350522      0.750452459    
   2.99000001      -1.00971949      0.763848484    
   2.99499989      -1.00586677      0.777252078    
   3.00000000      -1.00194693      0.790663600    
