  z                 v                vq               dif
   15.3635292      0.325225830      0.325446069       6.76730126E-02
   15.3928823      0.324606270      0.324825466       6.74811900E-02
   15.4222345      0.323989302      0.324207246       6.72237873E-02
   15.4515877      0.323374629      0.323591352       6.69741258E-02
   15.4809408      0.322762400      0.322977781       6.66861311E-02
   15.5102940      0.322152436      0.322366565       6.64242879E-02
   15.5396471      0.321544647      0.321757615       6.61887676E-02
   15.5689993      0.320939064      0.321151018       6.59982711E-02
   15.5983524      0.320335895      0.320546687       6.57600984E-02
   15.6277056      0.319735050      0.319944590       6.54926300E-02
   15.6570587      0.319136441      0.319344789       6.52423501E-02
   15.6864119      0.318539858      0.318747222       6.50561154E-02
   15.7157640      0.317945689      0.318151891       6.48125261E-02
   15.7451172      0.317353785      0.317558765       6.45487979E-02
   15.7744703      0.316764027      0.316967845       6.43024445E-02
   15.8038235      0.316176534      0.316379130       6.40358850E-02
   15.8331766      0.315590829      0.315792590       6.38905838E-02
   15.8625288      0.315007836      0.315208256       6.35835528E-02
   15.8918819      0.314426720      0.314626038       6.33507445E-02
   15.9212351      0.313847780      0.314045995       6.31166324E-02
   15.9505882      0.313270926      0.313468069       6.28907308E-02
   15.9799404      0.312696069      0.312892288       6.27111942E-02
   16.0092945      0.312123388      0.312318563       6.24924153E-02
   16.0386467      0.311553031      0.311747015       6.22245930E-02
   16.0679989      0.310984462      0.311177522       6.20415770E-02
   16.0973530      0.310418338      0.310610086       6.17327467E-02
   16.1267052      0.309853792      0.310044736       6.15857840E-02
   16.1560593      0.309291393      0.309481412       6.13993593E-02
   16.1854115      0.308731347      0.308920175       6.11250177E-02
   16.2147636      0.308173120      0.308360964       6.09169304E-02
   16.2441177      0.307616919      0.307803720       6.06883354E-02
   16.2734699      0.307062656      0.307248533       6.04973063E-02
   16.3028240      0.306510359      0.306695342       6.03149086E-02
   16.3321762      0.305960536      0.306144148       5.99757023E-02
   16.3615284      0.305412084      0.305594921       5.98299354E-02
   16.3908825      0.304865688      0.305047631       5.96441850E-02
   16.4202347      0.304321349      0.304502338       5.94378039E-02
   16.4495888      0.303778917      0.303958952       5.92303090E-02
   16.4789410      0.303238422      0.303417563       5.90413287E-02
   16.5082932      0.302699924      0.302878082       5.88217825E-02
   16.5376472      0.302163243      0.302340478       5.86208031E-02
   16.5669994      0.301628500      0.301804811       5.84187321E-02
   16.5963535      0.301095635      0.301270992       5.82056902E-02
   16.6257057      0.300564647      0.300739110       5.80113418E-02
   16.6550579      0.300035506      0.300209105       5.78258708E-02
   16.6844120      0.299508333      0.299680918       5.75896688E-02
   16.7137642      0.298982978      0.299154639       5.73821552E-02
   16.7431183      0.298459470      0.298630148       5.71536049E-02
   16.7724705      0.297937483      0.298107535       5.70438616E-02
   16.8018227      0.297417641      0.297586769       5.68332337E-02
   16.8311768      0.296899527      0.297067761       5.66315614E-02
   16.8605289      0.296383351      0.296550602       5.63986823E-02
   16.8898811      0.295868605      0.296035230       5.62854595E-02
   16.9192352      0.295356095      0.295521617       5.60101494E-02
   16.9485874      0.294845134      0.295009822       5.58244586E-02
   16.9779415      0.294335902      0.294499785       5.56479096E-02
   17.0072937      0.293828338      0.293991506       5.55008277E-02
   17.0366459      0.293322861      0.293484986       5.52412011E-02
   17.0660000      0.292818874      0.292980194       5.50617315E-02
   17.0953522      0.292316467      0.292477161       5.49424514E-02
   17.1247063      0.291815847      0.291975796       5.47816195E-02
   17.1540585      0.291317195      0.291476220       5.45585491E-02
   17.1834106      0.290820152      0.290978312       5.43548837E-02
   17.2127647      0.290324748      0.290482104       5.41707240E-02
   17.2421169      0.289830953      0.289987594       5.40164523E-02
   17.2714710      0.289338768      0.289494753       5.38819283E-02
   17.3008232      0.288848579      0.289003581       5.36332019E-02
   17.3301754      0.288359791      0.288514107       5.34866117E-02
   17.3595295      0.287872732      0.288026243       5.32978401E-02
   17.3888817      0.287387341      0.287540048       5.31081147E-02
   17.4182358      0.286903441      0.287055492       5.29693589E-02
   17.4475880      0.286421388      0.286572576       5.27570322E-02
   17.4769402      0.285940796      0.286091268       5.25957756E-02
   17.5062943      0.285461783      0.285611570       5.24441190E-02
   17.5356464      0.284984261      0.285133481       5.23334630E-02
   17.5650005      0.284508735      0.284656972       5.20755723E-02
   17.5943527      0.284034401      0.284182101       5.19738272E-02
   17.6237049      0.283562034      0.283708781       5.17243892E-02
   17.6530590      0.283090830      0.283237040       5.16211428E-02
   17.6824112      0.282621473      0.282766879       5.14224060E-02
   17.7117653      0.282153338      0.282298237       5.13283014E-02
   17.7411175      0.281687111      0.281831175       5.11172786E-02
   17.7704697      0.281222433      0.281365663       5.09052724E-02
   17.7998238      0.280759037      0.280901670       5.07771671E-02
   17.8291759      0.280297160      0.280439198       5.06483652E-02
   17.8585281      0.279836923      0.279978275       5.04869223E-02
   17.8878822      0.279378295      0.279518843       5.02820313E-02
   17.9172344      0.278921098      0.279060930       5.01082316E-02
   17.9465885      0.278465301      0.278604478       4.99549918E-02
   17.9759407      0.278011173      0.278149575       4.97581139E-02
   18.0052929      0.277558267      0.277696133       4.96461876E-02
   18.0346470      0.277106941      0.277244121       4.94798906E-02
   18.0639992      0.276657134      0.276793629       4.93127815E-02
   18.0933533      0.276208609      0.276344568       4.91987951E-02
   18.1227055      0.275761753      0.275896996       4.90193591E-02
   18.1520576      0.275316268      0.275450855       4.88607250E-02
   18.1814117      0.274872184      0.275006145       4.87121604E-02
   18.2107639      0.274429560      0.274562895       4.85628583E-02
   18.2401180      0.273988307      0.274121046       4.84236963E-02
   18.2694702      0.273548514      0.273680627       4.82729450E-02
   18.2988224      0.273110241      0.273241639       4.80887331E-02
   18.3281765      0.272673100      0.272804022       4.79910821E-02
   18.3575287      0.272237509      0.272367805       4.78381626E-02
   18.3868828      0.271803290      0.271932989       4.76954654E-02
   18.4162350      0.271370530      0.271499574       4.75301147E-02
   18.4455872      0.270939142      0.271067530       4.73639928E-02
   18.4749413      0.270509124      0.270636857       4.71971035E-02
   18.5042934      0.270080388      0.270207554       4.70625311E-02
   18.5336475      0.269652933      0.269779593       4.69493903E-02
   18.5629997      0.269227028      0.269353032       4.67803217E-02
   18.5923519      0.268802375      0.268927783       4.66326587E-02
   18.6217060      0.268379062      0.268503875       4.64842916E-02
   18.6510582      0.267957121      0.268081307       4.63241078E-02
   18.6804123      0.267536312      0.267660052       4.62299995E-02
   18.7097645      0.267117053      0.267240137       4.60572988E-02
   18.7391167      0.266698986      0.266821533       4.59285080E-02
   18.7684708      0.266282201      0.266404241       4.58102748E-02
   18.7978230      0.265866846      0.265988261       4.56466228E-02
   18.8271770      0.265452653      0.265573531       4.55159135E-02
   18.8565292      0.265039861      0.265160143       4.53620851E-02
   18.8858814      0.264628232      0.264748037       4.52525876E-02
   18.9152355      0.264218003      0.264337182       4.50861603E-02
   18.9445877      0.263808846      0.263927609       4.49980423E-02
   18.9739399      0.263401151      0.263519347       4.48528789E-02
   19.0032940      0.262994647      0.263112277       4.47070599E-02
   19.0326462      0.262589395      0.262706518       4.45832573E-02
   19.0620003      0.262185544      0.262301952       4.43793386E-02
   19.0913525      0.261782646      0.261898667       4.42997441E-02
   19.1207047      0.261381060      0.261496633       4.41969000E-02
   19.1500587      0.260980844      0.261095792       4.40250523E-02
   19.1794109      0.260581851      0.260696232       4.38753217E-02
   19.2087650      0.260183901      0.260297835       4.37707379E-02
   19.2381172      0.259787261      0.259900689       4.36426848E-02
   19.2674694      0.259391844      0.259504765       4.35140356E-02
   19.2968235      0.258997530      0.259110004       4.34078053E-02
   19.3261757      0.258604497      0.258716464       4.32780050E-02
   19.3555298      0.258212596      0.258324116       4.31706831E-02
   19.3848820      0.257821977      0.257932961       4.30281758E-02
   19.4142342      0.257432580      0.257542998       4.28734645E-02
   19.4435883      0.257044226      0.257154167       4.27528620E-02
   19.4729404      0.256657094      0.256766558       4.26316932E-02
   19.5022945      0.256271154      0.256380081       4.24867198E-02
   19.5316467      0.255886286      0.255994797       4.23876792E-02
   19.5609989      0.255502611      0.255610675       4.22764905E-02
   19.5903530      0.255120188      0.255227655       4.21063974E-02
   19.6197052      0.254738748      0.254845828       4.20174599E-02
   19.6490593      0.254358619      0.254465103       4.18460891E-02
   19.6784115      0.253979445      0.254085541       4.17561233E-02
   19.7077637      0.253601462      0.253707111       4.16422039E-02
   19.7371178      0.253224641      0.253329784       4.15042378E-02
   19.7664700      0.252848774      0.252953619       4.14481387E-02
   19.7958241      0.252474278      0.252578527       4.12737094E-02
   19.8251762      0.252100766      0.252204567       4.11576554E-02
   19.8545284      0.251728266      0.251831710       4.10765819E-02
   19.8838825      0.251357019      0.251459956       4.09358293E-02
   19.9132347      0.250986844      0.251089305       4.08063531E-02
   19.9425888      0.250617683      0.250719696       4.06882055E-02
   19.9719410      0.250249505      0.250351220       4.06290516E-02
   20.0012932      0.249882653      0.249983832       4.04741727E-02
   20.0306473      0.249516815      0.249617502       4.03365716E-02
   20.0599995      0.249151930      0.249252245       4.02462259E-02
   20.0893517      0.248788133      0.248888075       4.01554331E-02
   20.1187057      0.248425618      0.248524934       3.99622843E-02
   20.1480579      0.248063833      0.248162881       3.99125032E-02
   20.1774120      0.247703314      0.247801855       3.97661999E-02
   20.2067642      0.247343719      0.247441888       3.96734960E-02
   20.2361164      0.246985167      0.247082978       3.95863876E-02
   20.2654705      0.246627778      0.246725082       3.94384637E-02
   20.2948227      0.246271387      0.246368259       3.93201821E-02
   20.3241768      0.245915860      0.246012419       3.92498560E-02
   20.3535290      0.245561406      0.245657653       3.91791575E-02
   20.3828812      0.245208219      0.245303884       3.89987528E-02
   20.4122353      0.244855747      0.244951129       3.89393307E-02
   20.4415874      0.244504541      0.244599402       3.87821048E-02
   20.4709415      0.244154170      0.244248658       3.86852734E-02
   20.5002937      0.243804812      0.243898943       3.85941118E-02
   20.5296459      0.243456557      0.243550226       3.84597071E-02
   20.5590000      0.243109182      0.243202493       3.83676477E-02
   20.5883522      0.242762759      0.242855757       3.82935740E-02
   20.6177063      0.242417499      0.242510006       3.81454006E-02
   20.6470585      0.242073193      0.242165253       3.80151048E-02
   20.6764107      0.241729617      0.241821468       3.79828811E-02
   20.7057648      0.241387218      0.241478637       3.78578529E-02
   20.7351170      0.241045758      0.241136819       3.77632082E-02
   20.7644711      0.240705237      0.240795925       3.76619622E-02
   20.7938232      0.240365669      0.240456015       3.75726670E-02
   20.8231754      0.240027174      0.240117073       3.74395326E-02
   20.8525295      0.239689514      0.239779070       3.73493731E-02
   20.8818817      0.239352912      0.239442021       3.72152478E-02
   20.9112358      0.239017114      0.239105910       3.71366888E-02
   20.9405880      0.238682240      0.238770753       3.70702408E-02
   20.9699402      0.238348573      0.238436535       3.68909724E-02
   20.9992943      0.238015577      0.238103241       3.68174464E-02
   21.0286465      0.237683594      0.237770885       3.67122330E-02
   21.0579987      0.237352520      0.237439469       3.66191342E-02
   21.0873528      0.237022340      0.237108946       3.65256369E-02
   21.1167049      0.236693099      0.236779362       3.64317335E-02
   21.1460590      0.236364752      0.236450672       3.63374278E-02
   21.1754112      0.236037284      0.236122921       3.62679623E-02
   21.2047634      0.235710934      0.235796079       3.61096896E-02
   21.2341175      0.235385239      0.235470116       3.60457674E-02
   21.2634697      0.235060617      0.235145062       3.59118246E-02
   21.2928238      0.234736711      0.234820902       3.58535200E-02
   21.3221760      0.234413862      0.234497637       3.57250199E-02
   21.3515282      0.234091729      0.234175280       3.56787480E-02
   21.3808823      0.233770564      0.233853772       3.55812460E-02
   21.4102345      0.233450323      0.233533174       3.54769528E-02
   21.4395885      0.233130813      0.233213425       3.54233645E-02
   21.4689407      0.232812345      0.232894585       3.53119038E-02
   21.4982929      0.232494801      0.232576609       3.51743773E-02
   21.5276470      0.232177854      0.232259482       3.51454169E-02
   21.5569992      0.231862009      0.231943235       3.50198746E-02
   21.5863533      0.231546894      0.231627822       3.49388979E-02
   21.6157055      0.231232718      0.231313288       3.48317996E-02
   21.6450577      0.230919376      0.230999619       3.47371809E-02
   21.6744118      0.230606899      0.230686769       3.46228033E-02
   21.7037640      0.230295137      0.230374783       3.45726684E-02
   21.7331181      0.229984432      0.230063632       3.44251171E-02
   21.7624702      0.229674235      0.229753330       3.44262086E-02
   21.7918224      0.229365125      0.229443863       3.43167745E-02
   21.8211765      0.229056835      0.229135215       3.42069231E-02
   21.8505287      0.228749439      0.228827417       3.40771116E-02
   21.8798828      0.228442639      0.228520423       3.40381227E-02
   21.9092350      0.228136837      0.228214264       3.39270793E-02
   21.9385872      0.227831841      0.227908939       3.38286906E-02
   21.9679413      0.227527708      0.227604389       3.36906388E-02
   21.9972935      0.227224126      0.227300689       3.36832106E-02
   22.0266476      0.226921469      0.226997778       3.36165614E-02
   22.0559998      0.226619765      0.226695687       3.34904529E-02
   22.0853519      0.226318821      0.226394400       3.33836377E-02
   22.1147060      0.226018503      0.226093888       3.33423316E-02
   22.1440582      0.225719109      0.225794211       3.32611948E-02
   22.1734104      0.225420564      0.225495309       3.31466869E-02
   22.2027645      0.225122765      0.225197181       3.30449976E-02
   22.2321167      0.224825680      0.224899858       3.29826698E-02
   22.2614708      0.224529341      0.224603310       3.29333358E-02
   22.2908230      0.224233940      0.224307552       3.28173228E-02
   22.3201752      0.223939210      0.224012583       3.27541046E-02
   22.3495293      0.223645270      0.223718360       3.26706283E-02
   22.3788815      0.223352134      0.223424926       3.25801484E-02
   22.4082355      0.223059773      0.223132253       3.24826390E-02
   22.4375877      0.222768202      0.222840354       3.23780775E-02
   22.4669399      0.222477227      0.222549215       3.23467813E-02
   22.4962940      0.222187161      0.222258836       3.22482511E-02
   22.5256462      0.221897781      0.221969217       3.21829170E-02
   22.5550003      0.221609145      0.221680328       3.21105830E-02
   22.5843525      0.221321285      0.221392229       3.20446789E-02
   22.6137047      0.221034333      0.221104860       3.18976231E-02
   22.6430588      0.220747992      0.220818222       3.18040662E-02
   22.6724110      0.220462307      0.220532343       3.17574553E-02
   22.7017651      0.220177338      0.220247194       3.17173824E-02
   22.7311172      0.219893321      0.219962791       3.15822586E-02
   22.7604694      0.219609916      0.219679117       3.15009430E-02
   22.7898235      0.219326988      0.219396174       3.15347761E-02
   22.8191757      0.219045207      0.219113961       3.13781723E-02
   22.8485298      0.218764037      0.218832463       3.12687308E-02
   22.8778820      0.218483463      0.218551695       3.12202647E-02
   22.9072342      0.218203604      0.218271658       3.11783962E-02
   22.9365883      0.217924580      0.217992321       3.10747996E-02
   22.9659405      0.217646226      0.217713699       3.09913699E-02
   22.9952946      0.217368528      0.217435792       3.09350360E-02
   23.0246468      0.217091680      0.217158601       3.08167003E-02
   23.0539989      0.216815382      0.216882110       3.07666678E-02
   23.0833530      0.216539890      0.216606319       3.06682549E-02
   23.1127052      0.216265023      0.216331229       3.06039304E-02
   23.1420593      0.215990856      0.216056824       3.05324495E-02
   23.1714115      0.215717331      0.215783149       3.05021163E-02
   23.2007637      0.215444669      0.215510145       3.03817261E-02
   23.2301178      0.215172544      0.215237826       3.03301644E-02
   23.2594700      0.214901268      0.214966208       3.02090552E-02
   23.2888222      0.214630514      0.214695275       3.01638898E-02
   23.3181763      0.214360476      0.214424998       3.00907213E-02
   23.3475285      0.214091241      0.214155436       2.99755186E-02
   23.3768826      0.213822573      0.213886514       2.98947711E-02
   23.4062347      0.213554531      0.213618293       2.98485998E-02
   23.4355869      0.213287085      0.213350743       2.98371408E-02
   23.4649410      0.213020518      0.213083848       2.97206640E-02
   23.4942932      0.212754622      0.212817639       2.96108034E-02
   23.5236473      0.212489262      0.212552071       2.95496508E-02
   23.5529995      0.212224573      0.212287188       2.94952709E-02
   23.5823517      0.211960435      0.212022960       2.94898599E-02
   23.6117058      0.211697057      0.211759374       2.94280499E-02
   23.6410580      0.211434513      0.211496457       2.92884931E-02
   23.6704121      0.211172447      0.211234182       2.92260982E-02
   23.6997643      0.210911021      0.210972562       2.91705206E-02
   23.7291164      0.210650235      0.210711598       2.91217864E-02
   23.7584705      0.210390136      0.210451260       2.90445220E-02
   23.7878227      0.210130721      0.210191578       2.89527979E-02
   23.8171768      0.209871829      0.209932521       2.89104469E-02
   23.8465290      0.209613606      0.209674120       2.88607944E-02
   23.8758812      0.209356129      0.209416360       2.87611224E-02
   23.9052353      0.209099114      0.209159210       2.87323631E-02
   23.9345875      0.208842903      0.208902702       2.86249816E-02
   23.9639416      0.208587185      0.208646804       2.85743866E-02
   23.9932938      0.208332151      0.208391562       2.85092779E-02
   24.0226460      0.208077729      0.208136946       2.84510832E-02
   24.0520000      0.207823962      0.207882926       2.83639915E-02
   24.0813522      0.207570791      0.207629532       2.82909553E-02
   24.1107063      0.207318202      0.207376748       2.82320287E-02
   24.1400585      0.207066238      0.207124606       2.81800646E-02
   24.1694107      0.206814855      0.206873059       2.81350967E-02
   24.1987648      0.206564233      0.206622124       2.80178189E-02
   24.2281170      0.206314012      0.206371799       2.80012600E-02
   24.2574692      0.206064567      0.206122085       2.79050563E-02
   24.2868233      0.205815628      0.205872953       2.78447289E-02
   24.3161755      0.205567345      0.205624446       2.77696792E-02
   24.3455296      0.205319554      0.205376521       2.77379025E-02
   24.3748817      0.205072448      0.205129206       2.76696458E-02
   24.4042339      0.204826012      0.204882488       2.75647771E-02
   24.4335880      0.204580009      0.204636335       2.75251158E-02
   24.4629402      0.204334676      0.204390809       2.74634045E-02
   24.4922943      0.204089925      0.204145834       2.73868721E-02
   24.5216465      0.203845859      0.203901485       2.72808392E-02
   24.5509987      0.203602284      0.203657702       2.72110589E-02
   24.5803528      0.203359231      0.203414500       2.71703377E-02
   24.6097050      0.203116760      0.203171879       2.71294415E-02
   24.6390591      0.202874869      0.202929825       2.70810276E-02
   24.6684113      0.202633604      0.202688366       2.70177163E-02
   24.6977634      0.202392846      0.202447474       2.69836206E-02
   24.7271175      0.202152848      0.202207148       2.68535670E-02
   24.7564697      0.201913223      0.201967403       2.68264189E-02
   24.7858238      0.201674178      0.201728210       2.67843604E-02
   24.8151760      0.201435715      0.201489598       2.67421249E-02
   24.8445282      0.201197922      0.201251552       2.66478844E-02
   24.8738823      0.200960562      0.201014057       2.66126506E-02
   24.9032345      0.200723797      0.200777128       2.65624151E-02
   24.9325886      0.200487703      0.200540751       2.64525451E-02
   24.9619408      0.200251997      0.200304940       2.64316127E-02
   24.9912930      0.200016901      0.200069681       2.63807662E-02
   25.0206470      0.199782297      0.199834958       2.63520982E-02
   25.0499992      0.199548319      0.199600801       2.62934268E-02
   25.0793533      0.199315041      0.199367180       2.61523295E-02
   25.1087055      0.199082002      0.199134126       2.61754543E-02
   25.1380577      0.198849708      0.198901609       2.60936767E-02
   25.1674118      0.198618010      0.198669612       2.59741396E-02
   25.1967640      0.198386744      0.198438182       2.59218309E-02
   25.2261181      0.198156014      0.198207274       2.58618128E-02
   25.2554703      0.197925702      0.197976917       2.58693248E-02
   25.2848225      0.197696120      0.197747082       2.57712882E-02
   25.3141766      0.197467044      0.197517782       2.56880429E-02
   25.3435287      0.197238341      0.197289020       2.56876182E-02
   25.3728809      0.197010353      0.197060794       2.55963802E-02
   25.4022350      0.196782768      0.196833074       2.55578589E-02
   25.4315872      0.196555629      0.196605891       2.55646538E-02
   25.4609413      0.196329281      0.196379229       2.54348144E-02
   25.4902935      0.196103215      0.196153089       2.54261531E-02
   25.5196457      0.195877820      0.195927486       2.53489558E-02
   25.5489998      0.195652977      0.195702374       2.52410583E-02
   25.5783520      0.195428461      0.195477799       2.52395645E-02
   25.6077061      0.195204630      0.195253730       2.51464210E-02
   25.6370583      0.194981217      0.195030183       2.51064803E-02
   25.6664104      0.194758311      0.194807142       2.50663832E-02
   25.6957645      0.194535926      0.194584593       2.50108149E-02
   25.7251167      0.194314137      0.194362581       2.49243844E-02
   25.7544708      0.194092751      0.194141045       2.48760711E-02
   25.7838230      0.193871871      0.193920046       2.48429477E-02
   25.8131752      0.193651423      0.193699539       2.48404555E-02
   25.8425293      0.193431705      0.193479508       2.47069709E-02
   25.8718815      0.193212271      0.193260014       2.47041900E-02
   25.9012356      0.192993313      0.193040982       2.46936250E-02
   25.9305878      0.192775160      0.192822471       2.45361384E-02
   25.9599400      0.192557305      0.192604452       2.44788080E-02
   25.9892941      0.192339852      0.192386910       2.44600158E-02
   26.0186462      0.192123115      0.192169875       2.43325569E-02
   26.0480003      0.191906556      0.191953316       2.43600085E-02
   26.0773525      0.191690505      0.191737249       2.43796874E-02
   26.1067047      0.191475183      0.191521689       2.42826417E-02
   26.1360588      0.191260308      0.191306576       2.41853185E-02
   26.1654110      0.191045851      0.191091970       2.41345018E-02
   26.1947651      0.190831870      0.190877840       2.40835100E-02
   26.2241173      0.190618291      0.190664187       2.40714196E-02
   26.2534695      0.190405264      0.190451026       2.40279436E-02
   26.2828236      0.190192744      0.190238312       2.39529833E-02
   26.3121758      0.189980686      0.190026090       2.38934755E-02
   26.3415298      0.189769104      0.189814329       2.38259267E-02
   26.3708820      0.189557999      0.189603060       2.37660259E-02
   26.4002342      0.189347327      0.189392254       2.37216670E-02
   26.4295883      0.189137086      0.189181909       2.36929059E-02
   26.4589405      0.188927308      0.188972041       2.36719064E-02
   26.4882927      0.188718110      0.188762635       2.35876497E-02
   26.5176468      0.188509285      0.188553691       2.35505663E-02
   26.5469990      0.188300982      0.188345209       2.34816950E-02
   26.5763531      0.188093051      0.188137174       2.34522168E-02
   26.6057053      0.187885582      0.187929615       2.34305449E-02
   26.6350574      0.187678739      0.187722519       2.33214498E-02
   26.6644115      0.187472194      0.187515855       2.32835785E-02
   26.6937637      0.187266111      0.187309667       2.32535210E-02
   26.7231178      0.187060490      0.187103912       2.32074168E-02
   26.7524700      0.186855257      0.186898634       2.32089870E-02
   26.7818222      0.186650619      0.186693788       2.31227111E-02
   26.8111763      0.186446354      0.186489388       2.30761413E-02
   26.8405285      0.186242580      0.186285451       2.30134130E-02
   26.8698826      0.186039239      0.186081946       2.29504947E-02
   26.8992348      0.185836270      0.185878888       2.29274668E-02
   26.9285870      0.185633838      0.185676292       2.28642058E-02
   26.9579411      0.185431734      0.185474113       2.28489581E-02
   26.9872932      0.185230121      0.185272381       2.28094943E-02
   27.0166473      0.185028926      0.185071081       2.27779429E-02
   27.0459995      0.184828386      0.184870228       2.26334222E-02
   27.0753517      0.184628054      0.184669808       2.26095729E-02
   27.1047058      0.184428260      0.184469819       2.25290712E-02
   27.1340580      0.184228659      0.184270263       2.25777291E-02
   27.1634121      0.184029594      0.184071139       2.25697719E-02
   27.1927643      0.183831275      0.183872446       2.23915596E-02
   27.2221165      0.183633029      0.183674186       2.24076156E-02
   27.2514706      0.183435291      0.183476344       2.23749280E-02
   27.2808228      0.183238059      0.183278933       2.23014634E-02
   27.3101768      0.183041275      0.183081940       2.22115126E-02
   27.3395290      0.182844698      0.182885379       2.22435333E-02
   27.3688812      0.182648838      0.182689235       2.21124403E-02
   27.3982353      0.182452992      0.182493508       2.22014785E-02
   27.4275875      0.182257876      0.182298213       2.21271738E-02
   27.4569416      0.182063147      0.182103306       2.20526643E-02
   27.4862938      0.181868747      0.181908846       2.20434722E-02
   27.5156460      0.181674883      0.181714803       2.19686069E-02
   27.5450001      0.181481436      0.181521147       2.18771175E-02
   27.5743523      0.181288272      0.181327924       2.18675584E-02
   27.6037045      0.181095511      0.181135103       2.18579303E-02
   27.6330585      0.180903211      0.180942699       2.18235254E-02
   27.6624107      0.180711374      0.180750698       2.17560232E-02
   27.6917648      0.180519924      0.180559099       2.16965824E-02
   27.7211170      0.180328920      0.180367917       2.16204412E-02
   27.7504692      0.180138230      0.180177137       2.15937123E-02
   27.7798233      0.179947942      0.179986745       2.15586014E-02
   27.8091755      0.179757982      0.179796770       2.15730928E-02
   27.8385296      0.179568529      0.179607183       2.15211958E-02
   27.8678818      0.179379582      0.179418012       2.14193072E-02
   27.8972340      0.179190934      0.179229245       2.13753544E-02
   27.9265881      0.179002598      0.179040849       2.13645548E-02
   27.9559402      0.178814769      0.178852871       2.13036947E-02
   27.9852943      0.178627253      0.178665265       2.12760232E-02
   28.0146465      0.178440124      0.178478062       2.12565940E-02
   28.0439987      0.178253472      0.178291261       2.11952869E-02
   28.0733528      0.178067163      0.178104833       2.11505406E-02
   28.1027050      0.177881360      0.177918822       2.10554004E-02
   28.1320591      0.177695766      0.177733168       2.10438576E-02
   28.1614113      0.177510589      0.177547917       2.10238509E-02
   28.1907635      0.177325770      0.177363053       2.10205596E-02
   28.2201176      0.177141502      0.177178562       2.09162943E-02
   28.2494698      0.176957533      0.176994473       2.08706968E-02
   28.2788239      0.176773861      0.176810741       2.08586734E-02
   28.3081760      0.176590711      0.176627412       2.07790844E-02
   28.3375282      0.176407844      0.176444471       2.07584035E-02
   28.3668823      0.176225334      0.176261887       2.07376368E-02
   28.3962345      0.176043168      0.176079690       2.07421687E-02
   28.4255886      0.175861463      0.175897852       2.06873678E-02
   28.4549408      0.175680161      0.175716415       2.06324067E-02
   28.4842930      0.175499231      0.175535336       2.05688011E-02
   28.5136471      0.175318569      0.175354630       2.05645040E-02
   28.5429993      0.175138369      0.175174296       2.05091164E-02
   28.5723515      0.174958557      0.174994349       2.04535685E-02
   28.6017056      0.174779117      0.174814746       2.03808192E-02
   28.6310577      0.174600095      0.174635530       2.02908088E-02
   28.6604118      0.174421191      0.174456671       2.03372352E-02
   28.6897640      0.174242824      0.174278185       2.02896632E-02
   28.7191162      0.174064726      0.174100071       2.03018617E-02
   28.7484703      0.173887163      0.173922300       2.02026647E-02
   28.7778225      0.173709884      0.173744902       2.01546792E-02
   28.8071766      0.173532978      0.173567861       2.00979710E-02
   28.8365288      0.173356384      0.173391193       2.00754795E-02
   28.8658810      0.173180103      0.173214883       2.00787075E-02
   28.8952351      0.173004329      0.173038915       1.99871771E-02
   28.9245872      0.172828808      0.172863320       1.99643802E-02
   28.9539413      0.172653586      0.172688067       1.99673828E-02
   28.9832935      0.172478825      0.172513172       1.99098866E-02
   29.0126457      0.172304422      0.172338650       1.98608767E-02
   29.0419998      0.172130406      0.172164455       1.97771098E-02
   29.0713520      0.171956584      0.171990618       1.97884347E-02
   29.1007061      0.171783179      0.171817139       1.97650511E-02
   29.1300583      0.171610072      0.171644002       1.97676253E-02
   29.1594105      0.171437457      0.171471223       1.96919516E-02
   29.1887646      0.171264991      0.171298787       1.97291728E-02
   29.2181168      0.171093196      0.171126708       1.95835661E-02
   29.2474709      0.170921504      0.170954958       1.95683744E-02
   29.2768230      0.170750201      0.170783564       1.95356626E-02
   29.3061752      0.170579314      0.170612499       1.94504429E-02
   29.3355293      0.170408562      0.170441791       1.94961522E-02
   29.3648815      0.170238301      0.170271412       1.94456484E-02
   29.3942356      0.170068383      0.170101374       1.93950050E-02
   29.4235878      0.169898793      0.169931695       1.93617586E-02
   29.4529400      0.169729501      0.169762343       1.93459634E-02
   29.4822941      0.169560581      0.169593319       1.93037391E-02
   29.5116463      0.169392079      0.169424638       1.92174166E-02
   29.5410004      0.169223815      0.169256285       1.91837065E-02
   29.5703526      0.169055939      0.169088274       1.91234555E-02
   29.5997047      0.168888330      0.168920606       1.91071518E-02
   29.6290588      0.168721020      0.168753251       1.90996099E-02
   29.6584110      0.168554157      0.168586239       1.90301407E-02
   29.6877632      0.168387562      0.168419555       1.89958904E-02
   29.7171173      0.168221280      0.168253198       1.89703889E-02
   29.7464695      0.168055251      0.168087170       1.89891271E-02
   29.7758236      0.167889670      0.167921469       1.89368743E-02
   29.8051758      0.167724386      0.167756096       1.89022459E-02
   29.8345280      0.167559460      0.167591050       1.88497305E-02
   29.8638821      0.167394891      0.167426318       1.87703762E-02
   29.8932343      0.167230517      0.167261928       1.87799148E-02
   29.9225883      0.167066529      0.167097837       1.87359340E-02
   29.9519405      0.166902885      0.166934088       1.86918266E-02
   29.9812927      0.166739568      0.166770667       1.86475981E-02
