   9.99999978E-03  -9.00000000    
  0.809979975      -5.74903536    
   1.60995996      -2.88656402    
   2.40994000      -1.92448807    
   3.20991993      -1.44195163    
   4.00990009      -1.15194845    
   4.80987978     -0.958411992    
   5.60985994     -0.820073068    
   6.40984011     -0.716264904    
   7.20981979     -0.635493219    
   8.00979996     -0.570855737    
   8.80978012     -0.517957270    
   9.60976028     -0.473866045    
   10.4097395     -0.436551571    
   11.2097197     -0.404563010    
   12.0096998     -0.376836032    
   12.8096800     -0.352572262    
   13.6096601     -0.331160963    
   14.4096394     -0.312127054    
   15.2096195     -0.295095414    
   16.0095997     -0.279765904    
   16.8095798     -0.265895516    
   17.6095600     -0.253285348    
   18.4095402     -0.241771102    
   19.2095203     -0.231215894    
   20.0095005     -0.221504673    
   20.8094788     -0.212540105    
   21.6094589     -0.204239264    
   22.4094391     -0.196531102    
   23.2094193     -0.189354286    
   24.0093994     -0.182655722    
   24.8093796     -0.176389173    
   25.6093597     -0.170514151    
   26.4093399     -0.164995059    
   27.2093201     -0.159800529    
   28.0093002     -0.154902726    
   28.8092804     -0.150276944    
   29.6092587     -0.145901114    
   30.4092388     -0.141755506    
   31.2092190     -0.137822434    
   32.0092010     -0.134085953    
   32.8091812     -0.130531684    
   33.6091576     -0.127146617    
   34.4091377     -0.123918943    
   35.2091179     -0.120837934    
   36.0090981     -0.117893830    
   36.8090782     -0.115077682    
   37.6090584     -0.112381339    
   38.4090385     -0.109797314    
   39.2090187     -0.107318722    
   40.0089989     -0.104939252    
   40.8089790     -0.102653071    
   41.6089592     -0.100454800    
   42.4089394      -9.83394682E-02
   43.2089195      -9.63024646E-02
   44.0088997      -9.43395346E-02
   44.8088799      -9.24466923E-02
   45.6088600      -9.06202570E-02
   46.4088402      -8.88568014E-02
   47.2088203      -8.71531144E-02
   48.0088005      -8.55062008E-02
   48.8087807      -8.39132816E-02
   49.6087608      -8.23717341E-02
   50.4087372      -8.08791146E-02
   51.2087173      -7.94331357E-02
   52.0086975      -7.80316368E-02
   52.8086777      -7.66726062E-02
   53.6086578      -7.53541365E-02
   54.4086380      -7.40744323E-02
   55.2086182      -7.28318095E-02
   56.0085983      -7.16246888E-02
   56.8085785      -7.04515651E-02
   57.6085587      -6.93110228E-02
   58.4085388      -6.82017282E-02
   59.2085190      -6.71224147E-02
   60.0084991      -6.60718754E-02
   60.8084793      -6.50489777E-02
   61.6084595      -6.40526488E-02
   62.4084396      -6.30818531E-02
   63.2084198      -6.21356443E-02
   64.0084000      -6.12130836E-02
   64.8083801      -6.03133105E-02
   65.6083603      -5.94354793E-02
   66.4083405      -5.85788041E-02
   67.2083206      -5.77425212E-02
   68.0083008      -5.69259077E-02
   68.8082809      -5.61282858E-02
   69.6082611      -5.53489998E-02
   70.4082413      -5.45874238E-02
   71.2082214      -5.38429618E-02
   72.0082016      -5.31150438E-02
   72.8081818      -5.24031296E-02
   73.6081619      -5.17066978E-02
   74.4081421      -5.10252379E-02
   75.2081223      -5.03582731E-02
   76.0080948      -4.97053489E-02
