 x   y1   y2   y3 
   166.200012      0.630776465       3.73605502E-07  0.108941808    
   166.800003      0.641672611       3.64089402E-07  0.123704970    
   167.400009      0.650930285       3.55075940E-07  0.140980437    
   168.000000      0.658253968       3.46494772E-07  0.161150172    
   168.600006      0.663323224       3.38273793E-07  0.184618756    
   169.200012      0.665799499       3.30339049E-07  0.211794749    
   169.800003      0.665337622       3.22614682E-07  0.243061692    
   170.400009      0.661603332       3.15023556E-07  0.278736621    
   171.000000      0.654297769       3.07488307E-07  0.319015712    
   171.600006      0.643188119       2.99933077E-07  0.363909185    
   172.200012      0.628143251       2.92285961E-07  0.413171440    
   172.800003      0.609169126       2.84482155E-07  0.466237426    
   173.400009      0.586439252       2.76467404E-07  0.522180259    
   174.000000      0.560311198       2.68201632E-07  0.579706967    
   174.600006      0.531323552       2.59661988E-07  0.637206137    
   175.200012      0.500168979       2.50844863E-07  0.692851305    
   175.800003      0.467644274       2.41766429E-07  0.744751394    
   176.400009      0.434585601       2.32461304E-07  0.791124642    
   177.000000      0.401799202       2.22979679E-07  0.830464661    
   177.600006      0.370000452       2.13383089E-07  0.861668169    
   178.200012      0.339770526       2.03739631E-07  0.884104073    
   178.800003      0.311535031       1.94119167E-07  0.897618473    
   179.400009      0.285563707       1.84589183E-07  0.902485251    
   180.000000      0.261986107       1.75211568E-07  0.899319828    
   180.600006      0.240817040       1.66040465E-07  0.888977289    
   181.200012      0.221985295       1.57121193E-07  0.872452021    
   181.800003      0.205361217       1.48489946E-07  0.850790679    
   182.400009      0.190780386       1.40174123E-07  0.825024366    
   183.000000      0.178062141       1.32193094E-07  0.796121180    
   183.600006      0.167023107       1.24559151E-07  0.764956594    
   184.200012      0.157486260       1.17278546E-07  0.732298493    
   184.800003      0.149286523       1.10352531E-07  0.698803425    
   185.400009      0.142273694       1.03778305E-07  0.665019810    
   186.000000      0.136313498       9.75498651E-08  0.631395698    
   186.600006      0.131287590       9.16587339E-08  0.598289371    
   187.200012      0.127092659       8.60946017E-08  0.565980375    
   187.800003      0.123639271       8.08458296E-08  0.534680903    
   188.400009      0.120850444       7.58998837E-08  0.504546165    
   189.000000      0.118660271       7.12436687E-08  0.475684196    
   189.600006      0.117012553       6.68638052E-08  0.448164254    
   190.200012      0.115859538       6.27468353E-08  0.422024161    
   190.800003      0.115160801       5.88794151E-08  0.397276759    
   191.400009      0.114882253       5.52484138E-08  0.373915106    
   192.000000      0.114995256       5.18410275E-08  0.351916999    
   192.600006      0.115475871       4.86448428E-08  0.331248701    
   193.200012      0.116304196       4.56478908E-08  0.311867893    
   193.800003      0.117463827       4.28386713E-08  0.293726236    
   194.400009      0.118941352       4.02061850E-08  0.276771367    
   195.000015      0.120725937       3.77399410E-08  0.260948449    
   195.600006      0.122808978       3.54299523E-08  0.246201500    
   196.200012      0.125183791       3.32667369E-08  0.232474446    
   196.800003      0.127845317       3.12413100E-08  0.219711870    
   197.400009      0.130789936       2.93451716E-08  0.207859606    
   198.000015      0.134015217       2.75702909E-08  0.196865231    
   198.600006      0.137519762       2.59090882E-08  0.186678395    
   199.200012      0.141303018       2.43544207E-08  0.177251041    
   199.800003      0.145365134       2.28995614E-08  0.168537617    
   200.400009      0.149706826       2.15381810E-08  0.160495117    
   201.000015      0.154329255       2.02643271E-08  0.153083205    
   201.600006      0.159233898       1.90724077E-08  0.146264181    
   202.200012      0.164422393       1.79571735E-08  0.140003026    
   202.800003      0.169896483       1.69136971E-08  0.134267330    
   203.400009      0.175657853       1.59373545E-08  0.129027292    
   204.000015      0.181708038       1.50238115E-08  0.124255650    
   204.600006      0.188048273       1.41690046E-08  0.119927637    
   205.200012      0.194679394       1.33691263E-08  0.116020955    
   205.800003      0.201601729       1.26206112E-08  0.112515695    
   206.400009      0.208814889       1.19201191E-08  0.109394327    
   207.000015      0.216317728       1.12645226E-08  0.106641658    
   207.600006      0.224108115       1.06508953E-08  0.104244836    
   208.200012      0.232182831       1.00764961E-08  0.102193311    
   208.800003      0.240537360       9.53876178E-09  0.100478880    
   209.400009      0.249165729       9.03529251E-09   9.90956947E-02
   210.000015      0.258060366       8.56384297E-09   9.80403200E-02
   210.600006      0.267211795       8.12231260E-09   9.73118022E-02
   211.200012      0.276608557       7.70873498E-09   9.69117507E-02
   211.800003      0.286236852       7.32127159E-09   9.68444645E-02
   212.400009      0.296080440       6.95820068E-09   9.71170738E-02
   213.000015      0.306120247       6.61791066E-09   9.77396965E-02
   213.600006      0.316334188       6.29889252E-09   9.87256467E-02
   214.200012      0.326696843       5.99973360E-09  0.100091651    
   214.800003      0.337179154       5.71910963E-09  0.101858117    
   215.400009      0.347748160       5.45577983E-09  0.104049392    
   216.000015      0.358366579       5.20858068E-09  0.106694058    
   216.600006      0.368992597       4.97641928E-09  0.109825261    
   217.200012      0.379579395       4.75827022E-09  0.113481008    
   217.800003      0.390074909       4.55316851E-09  0.117704451    
   218.400009      0.400421470       4.36020686E-09  0.122544177    
   219.000015      0.410555512       4.17852997E-09  0.128054351    
   219.600006      0.420407355       4.00733091E-09  0.134294838    
   220.200012      0.429901063       3.84584764E-09  0.141331062    
   220.800003      0.438954294       3.69335917E-09  0.149233699    
   221.400009      0.447478563       3.54918273E-09  0.158078015    
   222.000015      0.455379397       3.41267059E-09  0.167942777    
   222.600006      0.462557107       3.28320771E-09  0.178908601    
   223.200012      0.468907595       3.16020965E-09  0.191055715    
   223.800003      0.474323809       3.04312109E-09  0.204460815    
   224.400009      0.478697598       2.93141422E-09  0.219193101    
   225.000015      0.481922150       2.82458856E-09  0.235309258    
   225.600006      0.483895063       2.72217116E-09  0.252847552    
   226.200012      0.484522015       2.62371613E-09  0.271820933    
   226.800003      0.483720988       2.52880739E-09  0.292209536    
   227.400009      0.481426895       2.43705878E-09  0.313953012    
   228.000015      0.477596492       2.34811726E-09  0.336943090    
   228.600006      0.472212970       2.26166508E-09  0.361017436    
   229.200012      0.465290129       2.17742246E-09  0.385955662    
   229.800003      0.456875414       2.09515028E-09  0.411478192    
   230.400009      0.447051555       2.01465111E-09  0.437249333    
   231.000015      0.435936153       1.93577132E-09  0.462884724    
   231.600006      0.423679233       1.85840077E-09  0.487963468    
   232.200012      0.410458624       1.78247128E-09  0.512044430    
   232.800003      0.396473348       1.70795433E-09  0.534685612    
   233.400009      0.381935626       1.63485692E-09  0.555465162    
   234.000015      0.367062151       1.56321611E-09  0.574001729    
   234.600006      0.352065325       1.49309298E-09  0.589972556    
   235.200012      0.337145358       1.42456591E-09  0.603127599    
   235.800003      0.322483748       1.35772382E-09  0.613298535    
   236.400009      0.308238506       1.29265976E-09  0.620401740    
   237.000015      0.294541359       1.22946509E-09  0.624436378    
   237.600006      0.281496733       1.16822463E-09  0.625477552    
   238.200012      0.269182473       1.10901277E-09  0.623665929    
   238.800003      0.257651806       1.05189091E-09  0.619195461    
   239.400009      0.246936008       9.96905780E-10  0.612299800    
   240.000015      0.237047732       9.44088474E-10  0.603239477    
   240.600006      0.227984369       8.93454644E-10  0.592289448    
   241.200012      0.219731346       8.45005232E-10  0.579728723    
   241.800003      0.212265164       7.98727307E-10  0.565831602    
   242.400009      0.205556005       7.54595664E-10  0.550860763    
   243.000015      0.199570030       7.12574055E-10  0.535062551    
   243.600006      0.194271177       6.72617129E-10  0.518663347    
   244.200012      0.189622566       6.34671649E-10  0.501867890    
   244.800003      0.185587645       5.98678274E-10  0.484858394    
   245.400009      0.182130963       5.64572666E-10  0.467794627    
   246.000015      0.179218709       5.32287048E-10  0.450814724    
   246.600006      0.176819086       5.01751030E-10  0.434036374    
   247.200012      0.174902543       4.72892780E-10  0.417558283    
   247.800003      0.173441812       4.45639747E-10  0.401461989    
   248.400009      0.172411963       4.19919433E-10  0.385813445    
   249.000015      0.171790317       3.95659894E-10  0.370664895    
   249.600006      0.171556354       3.72790354E-10  0.356056511    
   250.200012      0.171691582       3.51241480E-10  0.342017978    
   250.800003      0.172179386       3.30945715E-10  0.328569949    
   251.400009      0.173004866       3.11837611E-10  0.315725446    
   252.000015      0.174154699       2.93853858E-10  0.303491056    
   252.600006      0.175616965       2.76933504E-10  0.291868061    
   253.200012      0.177380964       2.61018013E-10  0.280853331    
   253.800003      0.179437116       2.46051346E-10  0.270440251    
   254.400009      0.181776762       2.31979880E-10  0.260619462    
   255.000015      0.184392035       2.18752488E-10  0.251379460    
   255.600006      0.187275752       2.06320516E-10  0.242707223    
   256.200012      0.190421239       1.94637667E-10  0.234588653    
   256.800018      0.193822235       1.83660004E-10  0.227009043    
   257.400024      0.197472751       1.73345852E-10  0.219953373    
   258.000000      0.201366946       1.63655756E-10  0.213406652    
   258.600006      0.205499038       1.54552371E-10  0.207354173    
   259.200012      0.209863141       1.46000392E-10  0.201781750    
   259.800018      0.214453191       1.37966472E-10  0.196675852    
   260.400024      0.219262794       1.30419120E-10  0.192023799    
   261.000000      0.224285170       1.23328653E-10  0.187813923    
   261.600006      0.229512990       1.16667079E-10  0.184035614    
   262.200012      0.234938279       1.10408023E-10  0.180679500    
   262.800018      0.240552291       1.04526644E-10  0.177737460    
   263.400024      0.246345416       9.89995516E-11  0.175202757    
   264.000000      0.252307028       9.38047418E-11  0.173070058    
   264.600006      0.258425415       8.89215090E-11  0.171335533    
   265.200012      0.264687628       8.43303830E-11  0.169996873    
   265.800018      0.271079361       8.00130587E-11  0.169053361    
   266.400024      0.277584881       7.59523139E-11  0.168505907    
   267.000000      0.284186840       7.21319809E-11  0.168357059    
   267.600006      0.290866256       6.85368498E-11  0.168611050    
   268.200012      0.297602326       6.51526333E-11  0.169273809    
   268.800018      0.304372400       6.19659046E-11  0.170352936    
   269.400024      0.311151832       5.89640489E-11  0.171857715    
   270.000000      0.317913979       5.61352076E-11  0.173799038    
   270.600006      0.324630082       5.34682437E-11  0.176189378    
   271.200012      0.331269264       5.09526935E-11  0.179042667    
   271.800018      0.337798506       4.85787174E-11  0.182374120    
   272.400024      0.344182700       4.63370765E-11  0.186200067    
   273.000000      0.350384742       4.42190833E-11  0.190537661    
   273.600006      0.356365561       4.22165775E-11  0.195404574    
   274.200012      0.362084389       4.03218882E-11  0.200818524    
   274.800018      0.367498994       3.85278094E-11  0.206796750    
   275.400024      0.372565925       3.68275757E-11  0.213355377    
   276.000000      0.377240986       3.52148345E-11  0.220508635    
   276.600006      0.381479710       3.36836219E-11  0.228267983    
   277.200012      0.385237932       3.22283519E-11  0.236641079    
   277.800018      0.388472527       3.08437928E-11  0.245630607    
   278.400024      0.391142160       2.95250491E-11  0.255233049    
   279.000000      0.393208146       2.82675550E-11  0.265437335    
   279.600006      0.394635528       2.70670569E-11  0.276223481    
