 x   y1   y2   y3   y4
   1.30999994     -0.627590477      -1.81988454      -2.65961051       3.41210604    
   1.31999993     -0.645540774      -1.76998806      -2.62494111       3.52111626    
   1.32999992     -0.662986755      -1.71903706      -2.58920193       3.62604094    
   1.33999991     -0.679918289      -1.66710734      -2.55243444       3.72676492    
   1.35000002     -0.696325898      -1.61427641      -2.51468110       3.82317853    
   1.36000001     -0.712201059      -1.56062365      -2.47598553       3.91517854    
   1.37000000     -0.727535903      -1.50623012      -2.43639255       4.00266743    
   1.38000000     -0.742323458      -1.45117855      -2.39594746       4.08555460    
   1.38999999     -0.756557584      -1.39555323      -2.35469699       4.16375589    
   1.39999998     -0.770232916      -1.33943963      -2.31268835       4.23719358    
   1.40999997     -0.783345044      -1.28292477      -2.26996922       4.30579710    
   1.41999996     -0.795890391      -1.22609675      -2.22658873       4.36950302    
   1.42999995     -0.807866275      -1.16904485      -2.18259573       4.42825460    
   1.43999994     -0.819270849      -1.11185932      -2.13804030       4.48200274    
   1.44999993     -0.830103278      -1.05463123      -2.09297252       4.53070545    
   1.45999992     -0.840363622     -0.997452438      -2.04744315       4.57432890    
   1.46999991     -0.850052774     -0.940415382      -2.00150299       4.61284637    
   1.48000002     -0.859172702     -0.883612990      -1.95520329       4.64623928    
   1.49000001     -0.867726147     -0.827138543      -1.90859532       4.67449713    
   1.50000000     -0.875716865     -0.771085501      -1.86173046       4.69761658    
   1.50999999     -0.883149564     -0.715547323      -1.81466007       4.71560383    
   1.51999998     -0.890029848     -0.660617352      -1.76743543       4.72847176    
   1.52999997     -0.896364272     -0.606388688      -1.72010767       4.73624277    
   1.53999996     -0.902160287     -0.552953780      -1.67272747       4.73894691    
   1.54999995     -0.907426298     -0.500404477      -1.62534547       4.73662281    
   1.55999994     -0.912171602     -0.448831707      -1.57801163       4.72931719    
   1.56999993     -0.916406453     -0.398325205      -1.53077555       4.71708584    
   1.57999992     -0.920141935     -0.348973334      -1.48368609       4.69999313    
   1.58999991     -0.923390031     -0.300862819      -1.43679166       4.67811108    
   1.59999990     -0.926163614     -0.254078448      -1.39013958       4.65152073    
   1.61000001     -0.928476334     -0.208702758      -1.34377658       4.62031174    
   1.62000000     -0.930342674     -0.164815769      -1.29774845       4.58458185    
   1.63000000     -0.931777894     -0.122494593      -1.25209975       4.54443645    
   1.63999999     -0.932798028      -8.18131194E-02  -1.20687413       4.49998999    
   1.64999998     -0.933419824      -4.28415947E-02  -1.16211390       4.45136452    
   1.65999997     -0.933660746      -5.64625952E-03  -1.11786032       4.39868927    
   1.66999996     -0.933538854       2.97110900E-02  -1.07415318       4.34210157    
   1.67999995     -0.933072805       6.31735176E-02  -1.03103089       4.28174496    
   1.68999994     -0.932281852       9.46893916E-02 -0.988530338       4.21777058    
   1.69999993     -0.931185663      0.124212824     -0.946686983       4.15033531    
   1.70999992     -0.929804385      0.151704133     -0.905534625       4.07960176    
   1.71999991     -0.928158462      0.177130282     -0.865105391       4.00573778    
   1.73000002     -0.926268756      0.200465262     -0.825429738       3.92891550    
   1.74000001     -0.924156189      0.221690536     -0.786536336       3.84931064    
   1.75000000     -0.921841979      0.240795359     -0.748452187       3.76710176    
   1.75999999     -0.919347346      0.257777125     -0.711202383       3.68246961    
   1.76999998     -0.916693509      0.272641569     -0.674810290       3.59559584    
   1.77999997     -0.913901567      0.285402954     -0.639297366       3.50666189    
   1.78999996     -0.910992384      0.296084166     -0.604683340       3.41584802    
   1.79999995     -0.907986701      0.304716676     -0.570986092       3.32333255    
   1.80999994     -0.904904783      0.311340421     -0.538221776       3.22929025    
   1.81999993     -0.901766479      0.316003561     -0.506404817       3.13389134    
   1.82999992     -0.898591101      0.318762064     -0.475547940       3.03730059    
   1.83999991     -0.895397365      0.319679350     -0.445662260       2.93967628    
   1.84999990     -0.892203391      0.318825513     -0.416757345       2.84116888    
   1.86000001     -0.889026523      0.316276819     -0.388841331       2.74192047    
   1.87000000     -0.885883272      0.312114716     -0.361920953       2.64206409    
   1.88000000     -0.882789314      0.306425095     -0.336001664       2.54172301    
   1.88999999     -0.879759550      0.299297273     -0.311087728       2.44101000    
   1.89999998     -0.876807868      0.290823072     -0.287182361       2.34002733    
   1.90999997     -0.873947263      0.281095862     -0.264287770       2.23886681    
   1.91999996     -0.871189833      0.270209551     -0.242405340       2.13760924    
   1.92999995     -0.868546665      0.258257687     -0.221535668       2.03632522    
   1.93999994     -0.866027951      0.245332584     -0.201678723       1.93507469    
   1.94999993     -0.863642991      0.231524512     -0.182833895       1.83390796    
   1.95999992     -0.861400127      0.216921046     -0.165000141       1.73286605    
   1.96999991     -0.859306931      0.201606438     -0.148176044       1.63198125    
   1.97999990     -0.857370079      0.185661122     -0.132359907       1.53127801    
   1.99000001     -0.855595529      0.169161350     -0.117549822       1.43077314    
   2.00000000     -0.853988469      0.152178898     -0.103743747       1.33047712    
   2.00999999     -0.852553368      0.134780943      -9.09395665E-02   1.23039448    
   2.01999998     -0.851294041      0.117029987      -7.91351497E-02   1.13052475    
   2.02999997     -0.850213766       9.89838690E-02  -6.83283806E-02   1.03086281    
   2.03999996     -0.849315166       8.06958973E-02  -5.85172288E-02  0.931399882    
   2.04999995     -0.848600447       6.22150376E-02  -4.96997610E-02  0.832123935    
   2.05999994     -0.848071337       4.35861722E-02  -4.18741778E-02  0.733020365    
   2.06999993     -0.847729087       2.48503983E-02  -3.50388363E-02  0.634072483    
   2.07999992     -0.847574592       6.04537595E-03  -2.91922707E-02  0.535261869    
   2.08999991     -0.847608328      -1.27942702E-02  -2.43332069E-02  0.436568826    
   2.09999990     -0.847830474      -3.16365622E-02  -2.04605702E-02  0.337972820    
   2.10999990     -0.848240972      -5.04517183E-02  -1.75734963E-02  0.239452690    
   2.11999989     -0.848839343      -6.92116991E-02  -1.56713352E-02  0.140986979    
   2.12999988     -0.849624932      -8.78897607E-02  -1.47536481E-02   4.25541848E-02
   2.13999987     -0.850596786     -0.106459975      -1.48202134E-02  -5.58670387E-02
   2.14999986     -0.851753712     -0.124896795      -1.58710200E-02 -0.154297635    
   2.15999985     -0.853094220     -0.143174574      -1.79062653E-02 -0.252757967    
   2.16999984     -0.854616582     -0.161267117      -2.09263433E-02 -0.351267576    
   2.18000007     -0.856318831     -0.179147229      -2.49318425E-02 -0.449845016    
   2.19000006     -0.858198702     -0.196786314      -2.99235266E-02 -0.548507571    
   2.20000005     -0.860253632     -0.214153960      -3.59023288E-02 -0.647270977    
   2.21000004     -0.862480760     -0.231217533      -4.28693295E-02 -0.746149361    
   2.22000003     -0.864876866     -0.247941837      -5.08257374E-02 -0.845154643    
   2.23000002     -0.867438376     -0.264288783      -5.97728752E-02 -0.944296360    
   2.24000001     -0.870161295     -0.280217141      -6.97121397E-02  -1.04358137    
   2.25000000     -0.873041213     -0.295682251      -8.06449875E-02  -1.14301324    
   2.25999999     -0.876073241     -0.310635865      -9.25728902E-02  -1.24259210    
   2.26999998     -0.879252017     -0.325026006     -0.105497301      -1.34231377    
   2.27999997     -0.882571697     -0.338796914     -0.119419612      -1.44216967    
   2.28999996     -0.886025727     -0.351889074     -0.134341091      -1.54214585    
   2.29999995     -0.889607012     -0.364239246     -0.150262862      -1.64222300    
   2.30999994     -0.893307805     -0.375780672     -0.167185798      -1.74237549    
   2.31999993     -0.897119701     -0.386443347     -0.185110509      -1.84257102    
   2.32999992     -0.901033521     -0.396154314     -0.204037234      -1.94277000    
   2.33999991     -0.905039370     -0.404838085     -0.223965764      -2.04292512    
   2.34999990     -0.909126580     -0.412417203     -0.244895399      -2.14298105    
   2.35999990     -0.913283765     -0.418812722     -0.266824841      -2.24287391    
   2.36999989     -0.917498648     -0.423944980     -0.289752096      -2.34253120    
   2.37999988     -0.921758175     -0.427734137     -0.313674420      -2.44187117    
   2.38999987     -0.926048577     -0.430101097     -0.338588178      -2.54080343    
   2.39999986     -0.930355191     -0.430968106     -0.364488810      -2.63922834    
   2.40999985     -0.934662700     -0.430259675     -0.391370714      -2.73703766    
   2.41999984     -0.938954890     -0.427903235     -0.419227123      -2.83411455    
   2.42999983     -0.943215013     -0.423830032     -0.448050141      -2.93033385    
   2.44000006     -0.947425544     -0.417975664     -0.477830499      -3.02556300    
   2.45000005     -0.951568365     -0.410280883     -0.508557618      -3.11966228    
   2.46000004     -0.955624819     -0.400692105     -0.540219486      -3.21248531    
   2.47000003     -0.959575713     -0.389162004     -0.572802544      -3.30388045    
   2.48000002     -0.963401437     -0.375649899     -0.606291771      -3.39369130    
   2.49000001     -0.967081964     -0.360122114     -0.640670538      -3.48175716    
   2.50000000     -0.970597029     -0.342552215     -0.675920546      -3.56791472    
   2.50999999     -0.973926127     -0.322921187     -0.712021887      -3.65199852    
   2.51999998     -0.977048576     -0.301217586     -0.748953044      -3.73384190    
   2.52999997     -0.979943573     -0.277437419     -0.786690712      -3.81327772    
   2.53999996     -0.982590377     -0.251584172     -0.825210035      -3.89013958    
   2.54999995     -0.984968364     -0.223668650     -0.864484370      -3.96426249    
   2.55999994     -0.987056971     -0.193708777     -0.904485583      -4.03548384    
   2.56999993     -0.988835812     -0.161729351     -0.945183814      -4.10364342    
   2.57999992     -0.990284920     -0.127761766     -0.986547709      -4.16858530    
   2.58999991     -0.991384566      -9.18437019E-02  -1.02854431      -4.23015785    
   2.59999990     -0.992115438      -5.40188067E-02  -1.07113910      -4.28821373    
   2.60999990     -0.992458761      -1.43363290E-02  -1.11429632      -4.34261179    
   2.61999989     -0.992396176       2.71492470E-02  -1.15797865      -4.39321566    
   2.62999988     -0.991909981       7.03785494E-02  -1.20214748      -4.43989611    
   2.63999987     -0.990983009      0.115287691      -1.24676299      -4.48252964    
   2.64999986     -0.989598870      0.161808625      -1.29178417      -4.52100039    
   2.65999985     -0.987741709      0.209869504      -1.33716881      -4.55519915    
   2.66999984     -0.985396564      0.259395033      -1.38287365      -4.58502436    
   2.67999983     -0.982549191      0.310306728      -1.42885447      -4.61038160    
   2.69000006     -0.979186118      0.362523317      -1.47506607      -4.63118458    
   2.70000005     -0.975294650      0.415961027      -1.52146268      -4.64735413    
   2.71000004     -0.970863104      0.470533848      -1.56799746      -4.65882015    
   2.72000003     -0.965880513      0.526153803      -1.61462319      -4.66551924    
   2.73000002     -0.960336864      0.582731247      -1.66129184      -4.66739702    
   2.74000001     -0.954223037      0.640175104      -1.70795488      -4.66440630    
   2.75000000     -0.947530806      0.698393106      -1.75456357      -4.65650797    
   2.75999999     -0.940252900      0.757291973      -1.80106854      -4.64367151    
   2.76999998     -0.932383001      0.816777647      -1.84742045      -4.62587404    
   2.77999997     -0.923915684      0.876755536      -1.89356947      -4.60310078    
   2.78999996     -0.914846539      0.937130630      -1.93946588      -4.57534409    
   2.79999995     -0.905172050      0.997807801      -1.98505974      -4.54260540    
   2.80999994     -0.894889712       1.05869186      -2.03030133      -4.50489283    
   2.81999993     -0.883997858       1.11968780      -2.07514095      -4.46222258    
   2.82999992     -0.872495890       1.18070078      -2.11952925      -4.41461802    
   2.83999991     -0.860384107       1.24163663      -2.16341686      -4.36211109    
   2.84999990     -0.847663760       1.30240166      -2.20675516      -4.30473995    
   2.85999990     -0.834336996       1.36290300      -2.24949551      -4.24255037    
   2.86999989     -0.820406914       1.42304850      -2.29159021      -4.17559528    
   2.87999988     -0.805877507       1.48274708      -2.33299184      -4.10393429    
   2.88999987     -0.790753722       1.54190898      -2.37365341      -4.02763462    
   2.89999986     -0.775041401       1.60044539      -2.41352916      -3.94676971    
   2.90999985     -0.758747220       1.65826905      -2.45257378      -3.86141944    
   2.91999984     -0.741878688       1.71529424      -2.49074292      -3.77167058    
   2.92999983     -0.724444270       1.77143657      -2.52799296      -3.67761564    
   2.93999982     -0.706453204       1.82661355      -2.56428123      -3.57935381    
   2.95000005     -0.687915504       1.88074446      -2.59956622      -3.47698951    
   2.96000004     -0.668842077       1.93375039      -2.63380766      -3.37063360    
   2.97000003     -0.649244547       1.98555446      -2.66696596      -3.26040220    
   2.98000002     -0.629135251       2.03608203      -2.69900322      -3.14641666    
   2.99000001     -0.608527362       2.08526015      -2.72988224      -3.02880383    
   3.00000000     -0.587434769       2.13301873      -2.75956750      -2.90769553    
   3.00999999     -0.565871954       2.17928958      -2.78802490      -2.78322816    
   3.01999998     -0.543854177       2.22400689      -2.81522131      -2.65554309    
   3.02999997     -0.521397233       2.26710773      -2.84112549      -2.52478576    
   3.03999996     -0.498517603       2.30853152      -2.86570740      -2.39110613    
   3.04999995     -0.475232363       2.34822011      -2.88893843      -2.25465775    
   3.05999994     -0.451559156       2.38611841      -2.91079187      -2.11559820    
   3.06999993     -0.427516133       2.42217398      -2.93124223      -1.97408867    
   3.07999992     -0.403121978       2.45633698      -2.95026588      -1.83029354    
   3.08999991     -0.378395855       2.48856068      -2.96784091      -1.68438017    
   3.09999990     -0.353357375       2.51880121      -2.98394704      -1.53651893    
   3.10999990     -0.328026593       2.54701781      -2.99856544      -1.38688266    
   3.11999989     -0.302423894       2.57317257      -3.01167941      -1.23564672    
   3.12999988     -0.276570112       2.59723067      -3.02327371      -1.08298850    
   3.13999987     -0.250486374       2.61916065      -3.03333497     -0.929087400    
   3.14999986     -0.224194095       2.63893390      -3.04185176     -0.774124444    
   3.15999985     -0.197714970       2.65652514      -3.04881454     -0.618281960    
   3.16999984     -0.171070933       2.67191243      -3.05421519     -0.461743534    
   3.17999983     -0.144284129       2.68507695      -3.05804777     -0.304693669    
   3.18999982     -0.117376857       2.69600296      -3.06030798     -0.147317454    
   3.19999981      -9.03715715E-02   2.70467854      -3.06099367       1.01995189E-02
   3.21000004      -6.32908195E-02   2.71109462      -3.06010413      0.167671561    
   3.22000003      -3.61572281E-02   2.71524549      -3.05764103      0.324913025    
   3.23000002      -8.99346825E-03   2.71712899      -3.05360746      0.481738657    
   3.24000001       1.81777943E-02   2.71674633      -3.04800844      0.637963712    
   3.25000000       4.53339145E-02   2.71410179      -3.04085088      0.793404400    
   3.25999999       7.24523142E-02   2.70920324      -3.03214359      0.947877884    
   3.26999998       9.95105058E-02   2.70206165      -3.02189708       1.10120285    
   3.27999997      0.126486123       2.69269156      -3.01012397       1.25319934    
   3.28999996      0.153356969       2.68111062      -2.99683809       1.40368938    
   3.29999995      0.180101037       2.66734004      -2.98205566       1.55249703    
   3.30999994      0.206696555       2.65140390      -2.96579432       1.69944870    
   3.31999993      0.233121991       2.63333011      -2.94807339       1.84437335    
   3.32999992      0.259356141       2.61314917      -2.92891407       1.98710275    
   3.33999991      0.285378069       2.59089518      -2.90833926       2.12747169    
   3.34999990      0.311167240       2.56660533      -2.88637304       2.26531816    
   3.35999990      0.336703509       2.54031992      -2.86304164       2.40048385    
   3.36999989      0.361967117       2.51208210      -2.83837271       2.53281403    
   3.37999988      0.386938781       2.48193860      -2.81239533       2.66215777    
   3.38999987      0.411599696       2.44993854      -2.78514004       2.78836870    
   3.39999986      0.435931534       2.41613436      -2.75663877       2.91130471    
   3.40999985      0.459916532       2.38058114      -2.72692513       3.03082824    
   3.41999984      0.483537495       2.34333706      -2.69603395       3.14680648    
   3.42999983      0.506777823       2.30446267      -2.66400123       3.25911164    
   3.43999982      0.529621542       2.26402140      -2.63086438       3.36762142    
   3.44999981      0.552053273       2.22207952      -2.59666181       3.47221875    
   3.46000004      0.574058354       2.17870522      -2.56143332       3.57279205    
   3.47000003      0.595622838       2.13396955      -2.52521968       3.66923571    
   3.48000002      0.616733432       2.08794594      -2.48806262       3.76145029    
   3.49000001      0.637377679       2.04070997      -2.45000505       3.84934211    
   3.50000000      0.657543838       1.99233925      -2.41109061       3.93282437    
   3.50999999      0.677220941       1.94291353      -2.37136364       4.01181650    
   3.51999998      0.696398854       1.89251459      -2.33086944       4.08624411    
   3.52999997      0.715068281       1.84122598      -2.28965402       4.15604067    
   3.53999996      0.733220696       1.78913295      -2.24776411       4.22114611    
   3.54999995      0.750848532       1.73632228      -2.20524693       4.28150702    
   3.55999994      0.767945051       1.68288219      -2.16214991       4.33707809    
   3.56999993      0.784504414       1.62890220      -2.11852145       4.38782120    
   3.57999992      0.800521612       1.57447302      -2.07440972       4.43370533    
   3.58999991      0.815992653       1.51968634      -2.02986360       4.47470760    
   3.59999990      0.830914438       1.46463454      -1.98493195       4.51081276    
   3.60999990      0.845284760       1.40941060      -1.93966377       4.54201317    
   3.61999989      0.859102368       1.35410810      -1.89410806       4.56830931    
   3.62999988      0.872366965       1.29882061      -1.84831393       4.58970976    
   3.63999987      0.885079145       1.24364185      -1.80233014       4.60623074    
   3.64999986      0.897240460       1.18866527      -1.75620544       4.61789751    
   3.65999985      0.908853412       1.13398373      -1.70998824       4.62474203    
   3.66999984      0.919921398       1.07968938      -1.66372657       4.62680578    
   3.67999983      0.930448771       1.02587342      -1.61746788       4.62413740    
   3.68999982      0.940440774      0.972625613      -1.57125938       4.61679459    
   3.69999981      0.949903488      0.920034170      -1.52514744       4.60484219    
   3.70999980      0.958843946      0.868185282      -1.47917771       4.58835363    
   3.72000003      0.967269957      0.817162871      -1.43339527       4.56740952    
   3.73000002      0.975190222      0.767048180      -1.38784409       4.54209900    
   3.74000001      0.982614219      0.717919469      -1.34256744       4.51251793    
   3.75000000      0.989552140      0.669851601      -1.29760754       4.47876978    
   3.75999999      0.996015012      0.622915626      -1.25300550       4.44096518    
   3.76999998       1.00201440      0.577178419      -1.20880139       4.39922142    
   3.77999997       1.00756276      0.532702386      -1.16503382       4.35366201    
   3.78999996       1.01267290      0.489544868      -1.12174046       4.30441618    
   3.79999995       1.01735830      0.447757930      -1.07895744       4.25161886    
   3.80999994       1.02163279      0.407387972      -1.03671956       4.19541025    
   3.81999993       1.02551091      0.368475348     -0.995060205       4.13593388    
   3.82999992       1.02900732      0.331054121     -0.954011321       4.07333755    
   3.83999991       1.03213704      0.295151740     -0.913603365       4.00777197    
   3.84999990       1.03491545      0.260788828     -0.873865247       3.93938994    
   3.85999990       1.03735805      0.227979049     -0.834824443       3.86834598    
   3.86999989       1.03948033      0.196728989     -0.796506703       3.79479527    
   3.87999988       1.04129791      0.167038128     -0.758936346       3.71889281    
   3.88999987       1.04282629      0.138898864     -0.722136140       3.64079237    
   3.89999986       1.04408097      0.112296686     -0.686127305       3.56064630    
